Latitude,Longitude,Safety Score
52.28296,-1.54551,31.231611616459393
52.283,-1.54587,46.24071775495789
52.28301,-1.54622,46.24071775495789
52.28303,-1.54554,40.07607726531435
52.28309,-1.54473,47.35829960766507
52.28312,-1.54515,39.83074198369568
52.28313,-1.54652,46.24071775495789
52.28315,-1.55396,44.85367056753745
52.28321,-1.54669,46.24071775495789
52.28323,-1.53446,30.87703855787517
52.28324,-1.54675,46.24071775495789
52.28324,-1.5448,30.279476853903542
52.28325,-1.54678,46.24071775495789
52.2833039,-1.5488877,54.47829336931651
52.28332,-1.54408,49.23085049242044
52.28336,-1.54443,45.02025293532848
52.28337,-1.53438,31.459502125620602
52.28342,-1.54688,46.24071775495789
52.28342,-1.5442,31.754705454252502
52.28342,-1.5436,49.23085049242044
52.28345,-1.53435,31.678453257133697
52.28346,-1.54403,46.495481535677435
52.28347,-1.54692,46.24071775495789
52.2834728,-1.5469188,41.266163047578765
52.28352,-1.54377,31.754705454252502
52.28354,-1.54357,46.91719243616033
52.28354,-1.54218,47.51764523393519
52.28359,-1.5432,46.78674578943471
52.2836,-1.54297,46.78674578943471
52.28361,-1.5429,32.04596970800978
52.28362,-1.54303,46.78674578943471
52.28366,-1.54227,29.934161527163326
52.28368,-1.5431,46.51460650182116
52.28372,-1.53421,32.250588599217245
52.28376,-1.55485,44.75910664874066
52.2837661,-1.5431489,38.79196019138859
52.28377,-1.54315,46.51460650182116
52.28377,-1.5404,44.88511070023346
52.28379,-1.54127,29.092125884855616
52.28389,-1.54707,46.22421415698059
52.28392,-1.53917,44.55647629410407
52.28394,-1.53196,48.52422629435464
52.28397,-1.53858,44.204996660233014
52.28397,-1.53666,42.446078410779585
52.28398,-1.53755,43.32413539474873
52.28398,-1.53688,42.43593018969256
52.28399,-1.53982,26.927644411270226
52.284,-1.53412,38.9281241470797
52.28403,-1.53464,21.397184876269407
52.28403,-1.53327,30.214473133316133
52.28403,-1.53316,43.79748840049171
52.28405,-1.53303,30.234070089636003
52.28406,-1.54712,46.11348551794703
52.28406,-1.53513,39.96071486987964
52.2840609,-1.5351349,32.794684335528494
52.28407,-1.53203,48.5247289154154
52.28408,-1.53901,26.728851622065083
52.28409,-1.53262,48.46085817452467
52.28411,-1.53582,43.41516791816944
52.28413,-1.53464,21.41389554485689
52.28414,-1.53831,27.040317219676268
52.28414,-1.53665,42.72325331944796
52.28415,-1.53795,26.994785779681337
52.28415,-1.5367,25.190607879181005
52.28416,-1.53771,26.23564124986685
52.28416,-1.53212,48.44268242371424
52.28416929999999,-1.5321236,49.824382621093626
52.28418,-1.53414,34.08589924000977
52.28418,-1.53214,48.498046743231015
52.28421,-1.54717,46.11348551794703
52.28422,-1.53473,21.41817150556045
52.28426,-1.53476,21.40874204884983
52.28429,-1.53484,21.35337772933305
52.2843,-1.53489,21.35337772933305
52.28431,-1.53668,25.21990043570945
52.28434,-1.55584,45.42082484637765
52.28434,-1.53665,25.279279958742006
52.28436,-1.53586,25.983504574621076
52.28436,-1.53507,21.242649090299498
52.28437,-1.53661,25.334644278258782
52.28437,-1.53638,25.326830465813725
52.28437,-1.53618,25.74397749192036
52.28438,-1.53647,25.326830465813725
52.28439,-1.55596,45.263939576759526
52.284399,-1.5315297,30.231228940502195
52.2844,-1.53586,25.983504574621076
52.2844,-1.53563,26.53809054454871
52.2844,-1.53153,30.231228940502195
52.28441,-1.53562,26.53809054454871
52.28442,-1.5352,21.172440025924477
52.28443,-1.55604,45.263939576759526
52.28443,-1.5356,26.53809054454871
52.28443,-1.53559,26.544203892385337
52.28443,-1.53323,30.137877753798506
52.28444,-1.53554,26.59876004841325
52.28444,-1.53546,23.649718421856154
52.28451,-1.53545,26.61966116994776
52.28455,-1.53545,20.67977567376455
52.28458,-1.53426,33.86888566253359
52.28459,-1.55636,45.263939576759526
52.28459,-1.54724,45.81400546089258
52.28459,-1.53544,26.61966116994776
52.28464,-1.55642,45.263939576759526
52.28471,-1.55646,45.139893775232814
52.28474,-1.53544,20.66080315813514
52.28475,-1.53377,31.95793300225348
52.28476,-1.55544,45.015847973706094
52.28477,-1.54724,45.76505823281979
52.28478,-1.53391,31.818645893027803
52.2847851,-1.5325758,49.56400822509746
52.28479,-1.53544,26.600688654318347
52.28483,-1.55438,47.3461275743361
52.28485,-1.53145,30.105483625721405
52.28486,-1.55428,47.3461275743361
52.28486,-1.53346,31.812728684222765
52.28491,-1.55395,47.3461275743361
52.28492,-1.53438,33.51502417772121
52.28494,-1.55356,47.3461275743361
52.28499,-1.55289,47.3461275743361
52.28502,-1.55704,44.79439069563898
52.28502,-1.53352,33.86350445079558
52.28503,-1.53542,20.659297668229726
52.28503,-1.53355,33.86350445079558
52.28506,-1.5523,47.47520365967981
52.28506,-1.53542,23.629240416321327
52.28506,-1.53357,33.86350445079558
52.28508,-1.53553,20.714661987746503
52.28509,-1.5357,20.422018167142145
52.2851,-1.56291,47.90621431295606
52.2851,-1.53618,19.959741004241376
52.2851,-1.53592,26.065719458974915
52.28511,-1.53628,22.61524178771278
52.28514,-1.53637,19.534570400587622
52.28517,-1.55178,47.47520365967981
52.2852,-1.53652,19.52481634700653
52.28523,-1.53365,34.11578617290014
52.28524,-1.53659,25.528777537715694
52.28525,-1.56258,47.90621431295606
52.28525,-1.53662,19.53352772201571
52.28526,-1.53365,34.11578617290014
52.28527,-1.54722,43.602577191237664
52.28529959999999,-1.5345806,43.50488915157385
52.2853,-1.53665,19.53352772201571
52.2853,-1.53458,31.460041823329572
52.2853,-1.53361,34.11578617290014
52.28532,-1.53666,25.418048898682134
52.28534,-1.53664,19.53352772201571
52.28535,-1.55051,45.301222676053364
