Location,Place Name,Place Type,Latitude,Longitude
"52.290777,-1.540875",WETHERSPOON FREE HOUSE,"bar, point_of_interest, establishment",52.2891851,-1.5375448
"52.290777,-1.540875",Marks and Spencer,"supermarket, department_store, convenience_store, clothing_store, finance, grocery_or_supermarket, store, point_of_interest, food, establishment",52.29110660000001,-1.5360029
"52.290777,-1.540875",The Dell,"park, tourist_attraction, point_of_interest, establishment",52.292454,-1.5424432
"52.290777,-1.533494",Upper Parade (Stand E),"bus_station, transit_station, point_of_interest, establishment",52.2924466,-1.5359613
"52.290777,-1.533494",Upper Parade (Stand J),"bus_station, transit_station, point_of_interest, establishment",52.29260369999999,-1.5357773
"52.290777,-1.533494",Upper Parade (Stand G),"bus_station, transit_station, point_of_interest, establishment",52.29269940000001,-1.5360032
"52.290777,-1.533494",Domino's Pizza - Leamington Spa,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.29046250000001,-1.5328971
"52.290777,-1.533494",Subway,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2922455,-1.5335546
"52.290777,-1.533494",Pizza Express,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2879908,-1.5350743
"52.290777,-1.533494",The Kee Lee,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.29291320000001,-1.5313447
"52.290777,-1.533494",Giggling Squid - Leamington Spa,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2905598,-1.5343699
"52.290777,-1.533494",Grounded Kitchen,"restaurant, meal_takeaway, food, point_of_interest, establishment",52.2919893,-1.5339178
"52.290777,-1.533494",CS Catering,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2922404,-1.533587
"52.290777,-1.533494",Sombrero Mexican Food,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2904442,-1.53673
"52.290777,-1.533494",Halikarnas Kebab Shop,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2903861,-1.5369808
"52.290777,-1.533494",Bombay Restaurant,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",52.2901563,-1.5373091
"52.290777,-1.533494",Perfect Pizza,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2921641,-1.5370683
"52.290777,-1.533494",Raj Fish & Kebab House,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2921641,-1.5370683
"52.290777,-1.533494",Trof,"cafe, bakery, meal_takeaway, store, restaurant, food, point_of_interest, establishment",52.2922141,-1.5380184
"52.290777,-1.533494",The Angel Hotel,"bar, lodging, restaurant, food, point_of_interest, establishment",52.2906597,-1.5323019
"52.290777,-1.533494",The Fox and Vivian,"bar, restaurant, food, point_of_interest, establishment",52.293616,-1.5337025
"52.290777,-1.533494",The Clarendon Leamington Spa,"bar, point_of_interest, establishment",52.29364520000001,-1.5330788
"52.290777,-1.533494",The Royal Pug,"bar, restaurant, food, point_of_interest, establishment",52.290654,-1.532623
"52.290777,-1.533494",Côte Leamington Spa,"restaurant, bar, food, point_of_interest, establishment",52.2898984,-1.5338861
"52.290777,-1.533494",Turtle Bay Leamington Spa,"bar, restaurant, food, point_of_interest, establishment",52.2898422,-1.5344003
"52.290777,-1.533494",Las Iguanas - Leamington Spa,"restaurant, bar, food, point_of_interest, establishment",52.2897196,-1.5348562
"52.290777,-1.533494",44 - Cafe - Bar - Bistro,"bar, cafe, restaurant, food, point_of_interest, establishment",52.2920533,-1.5317033
"52.290777,-1.533494",The Camo Dog Company,"bar, point_of_interest, establishment",52.2894269,-1.5314594
"52.290777,-1.533494",The Drawing Board,"cafe, bar, store, restaurant, food, point_of_interest, establishment",52.2894116,-1.5314448
"52.290777,-1.533494",Bedford Street Bar,"bar, restaurant, food, point_of_interest, establishment",52.2914123,-1.536887
"52.290777,-1.533494",Altoria Nightclub,"night_club, bar, point_of_interest, establishment",52.2920433,-1.5370982
"52.290777,-1.533494",The New Builders Arms,"bar, point_of_interest, establishment",52.2929268,-1.5304714
"52.290777,-1.533494",Copper Pot,"bar, restaurant, food, point_of_interest, establishment",52.2920476,-1.537244
"52.290777,-1.533494",The Benjamin Satchwell - JD Wetherspoon,"bar, restaurant, food, point_of_interest, establishment",52.2897547,-1.5355918
"52.290777,-1.533494",Been,"bar, restaurant, food, point_of_interest, establishment",52.29262239999999,-1.5335541
"52.290777,-1.533494",Sabai Sabai,"bar, restaurant, food, point_of_interest, establishment",52.2903078,-1.5374453
"52.290777,-1.533494",Clink Cellar Bar,"bar, night_club, restaurant, food, point_of_interest, establishment",52.2917372,-1.5379442
"52.290777,-1.533494",Habano Restaurant Leamington,"cafe, bar, restaurant, food, point_of_interest, establishment",52.291768,-1.537181
"52.290777,-1.533494",Leif Tearooms,"cafe, bar, store, restaurant, food, point_of_interest, establishment",52.29195829999999,-1.5328194
"52.290777,-1.533494",Marks and Spencer,"supermarket, department_store, convenience_store, grocery_or_supermarket, clothing_store, store, food, point_of_interest, finance, establishment",52.29110660000001,-1.5360029
"52.290777,-1.533494",Jephson Gardens,"park, tourist_attraction, point_of_interest, establishment",52.28858020000001,-1.530455
"52.290777,-1.533494",Rosendale paving and landscaping,"park, general_contractor, point_of_interest, establishment",52.2922404,-1.533587
"52.290777,-1.533494",War Memorial,"park, point_of_interest, establishment",52.2891616,-1.5338722
"52.290777,-1.533494",Drop off for evening events at The Riverside Glasshouse,"park, point_of_interest, establishment",52.2887301,-1.530628
"52.290777,-1.533494",Sensory Garden,"park, point_of_interest, establishment",52.2883935,-1.5308593
"52.290777,-1.526155",Greek Gyro and more,"restaurant, meal_takeaway, food, point_of_interest, establishment",52.29345379999999,-1.5257
"52.290777,-1.526155",Oak House Sports and Social Club,"bar, point_of_interest, establishment",52.291953,-1.5269646
"52.290777,-1.526155",The Holly Bush 24/7 Pub,"bar, restaurant, food, point_of_interest, establishment",52.2927934,-1.5261303
"52.290777,-1.526155",The Somerville Arms,"bar, point_of_interest, establishment",52.2935608,-1.5256048
"52.290777,-1.526155",Welches Meadow,"park, point_of_interest, establishment",52.28895019999999,-1.5254854
"52.290777,-1.526155",Mill Gardens,"park, point_of_interest, establishment",52.2882883,-1.5273212
"52.290777,-1.518688",Newbold Comyn Arms,"bar, point_of_interest, establishment",52.2911338,-1.5178375
"52.290777,-1.518688",Newbold Comyn Horse Route,"park, point_of_interest, establishment",52.2918384,-1.5182996
"52.290777,-1.518688",Crabtree Meadow,"park, point_of_interest, establishment",52.28826979999999,-1.5204616
"52.290777,-1.518688",Newbold Comyn Skate Park,"tourist_attraction, park, point_of_interest, establishment",52.28913469999999,-1.5143943
"52.290777,-1.511564",Newbold Comyn Country Park,"park, point_of_interest, establishment",52.2906663,-1.5098373
"52.290777,-1.511564",Leamington Parkrun,"park, point_of_interest, establishment",52.2896372,-1.5121533
"52.290777,-1.511564",Newbold Comyn Skate Park,"tourist_attraction, park, point_of_interest, establishment",52.28913469999999,-1.5143943
"52.286249, -1.570058",The Nelson Pub,"bar, point_of_interest, establishment",52.2867194,-1.5689553
"52.286249, -1.562762",The Orient,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.28818070000001,-1.5627602
"52.286249, -1.562762",YO! Warwick Tesco Kiosk,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2864463,-1.5635268
"52.286249, -1.562762",The Elephant & Castle,"bar, point_of_interest, establishment",52.2882371,-1.5633175
"52.286249, -1.562762",Emscote Nature Reserve,"park, point_of_interest, establishment",52.2852788,-1.5627173
"52.286249, -1.562762",Myton Pool,"park, point_of_interest, establishment",52.2838265,-1.5621544
"52.286249,-1.555381",Elizabeth Park,"park, point_of_interest, establishment",52.28602720000001,-1.551553
"52.286249,-1.548171","Victoria Park, Leamington Spa","park, tourist_attraction, point_of_interest, establishment",52.28719100000001,-1.5437254
"52.286249,-1.548171",Elizabeth Park,"park, point_of_interest, establishment",52.28602720000001,-1.551553
"52.286249,-1.540875",The Cricketers,"bar, restaurant, point_of_interest, food, establishment",52.2874136,-1.5413086
"52.286249,-1.540875","Victoria Park, Leamington Spa","park, tourist_attraction, point_of_interest, establishment",52.28719100000001,-1.5437254
"52.286249,-1.533494",Parish Church Stand B,"bus_station, transit_station, point_of_interest, establishment",52.2863175,-1.5333525
"52.286249,-1.533494",Parish Church Stand A,"bus_station, transit_station, point_of_interest, establishment",52.2861792,-1.5333223
"52.286249,-1.533494",Parish Church,"bus_station, transit_station, point_of_interest, establishment",52.2859442,-1.5329845
"52.286249,-1.533494",Railway Station,"bus_station, transit_station, point_of_interest, establishment",52.28417599999999,-1.535367
"52.286249,-1.533494",Railway Station,"bus_station, transit_station, point_of_interest, establishment",52.2840959,-1.5365751
"52.286249,-1.533494",Subway,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.28616779999999,-1.5334249
"52.286249,-1.533494",Five Rivers,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2859819,-1.5334043
"52.286249,-1.533494",Pizza Express,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2879908,-1.5350743
"52.286249,-1.533494",Viallis Fast Food,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",52.2858581,-1.533269
"52.286249,-1.533494",Spicy Bites Pizzeria,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",52.283704,-1.531988
"52.286249,-1.533494",Hong Kong House Leamington Spa ( Under New Management ),"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2835447,-1.5316215
"52.286249,-1.533494",Tuscano's Pizza,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.28517900000001,-1.5326845
"52.286249,-1.533494","Red Fort Indian Curry, Pizza & Burgers","meal_takeaway, restaurant, food, point_of_interest, establishment",52.28386,-1.530246
"52.286249,-1.533494",Neon Place,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2855585,-1.5336458
"52.286249,-1.533494",Bunters Snack Shop,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.28569240000001,-1.5326781
"52.286249,-1.533494",Craving,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2851654,-1.5324468
"52.286249,-1.533494",Millennium Balti,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2845083,-1.5322167
"52.286249,-1.533494",Sicilian Pizza and Kebab,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.28436800000001,-1.5311241
"52.286249,-1.533494",Kebab Shack,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2836823,-1.5335507
"52.286249,-1.533494",GS Chicken And Chips,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2837904,-1.5316142
"52.286249,-1.533494",Golden Fish Bar & Kebab,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2837849,-1.5315933
"52.286249,-1.533494",Pepe's,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2841233,-1.5302757
"52.286249,-1.533494",Thomas James Hotel,"bar, lodging, point_of_interest, establishment",52.2844195,-1.532118
"52.286249,-1.533494",The Railway Inn - Leamington,"bar, point_of_interest, establishment",52.2837654,-1.5320147
"52.286249,-1.533494",Il Piccolinos Ltd,"bar, restaurant, food, point_of_interest, establishment",52.28579389999999,-1.5341046
"52.286249,-1.533494",The Old Library,"bar, point_of_interest, establishment",52.28574150000001,-1.5329451
"52.286249,-1.533494",The Town House,"bar, point_of_interest, establishment",52.2857976,-1.5306081
"52.286249,-1.533494",Shades Gentlemans Club,"night_club, bar, point_of_interest, establishment",52.2838875,-1.5334557
"52.286249,-1.533494",TJ's Bar & Grill,"bar, restaurant, food, point_of_interest, establishment",52.28442,-1.532118
"52.286249,-1.533494",The Boiler Room,"bar, point_of_interest, establishment",52.28641390000001,-1.5335439
"52.286249,-1.533494",FIFTEEN,"bar, point_of_interest, establishment",52.2858433,-1.5336688
"52.286249,-1.533494",Cask Ales & Ciders,"bar, point_of_interest, establishment",52.28530860000001,-1.5324723
"52.286249,-1.533494",Kelsey's Live,"bar, point_of_interest, establishment",52.2841969,-1.533354
"52.286249,-1.533494",Raro Spanish Tapas and Cocktail Bar,"bar, restaurant, food, point_of_interest, establishment",52.2846085,-1.5323096
"52.286249,-1.533494",Forste Muse Bar,"bar, restaurant, food, point_of_interest, establishment",52.2844507,-1.5325495
"52.286249,-1.533494",Pig and Fiddle,"bar, point_of_interest, establishment",52.284224,-1.530691
"52.286249,-1.533494",Bar + Block Steakhouse Leamington Spa,"bar, restaurant, food, point_of_interest, establishment",52.28867109999999,-1.5354532
"52.286249,-1.533494",Hope Tavern,"bar, point_of_interest, establishment",52.2840225,-1.5308964
"52.286249,-1.533494",The Bowling Green Leamington Spa,"bar, point_of_interest, establishment",52.2859778,-1.5289494
"52.286249,-1.533494",The Drawing Board Tap & Bottle,"bar, liquor_store, store, point_of_interest, establishment",52.2839282,-1.530602
"52.286249,-1.533494",Pump Room Gardens,"park, tourist_attraction, point_of_interest, establishment",52.2873195,-1.5356468
"52.286249,-1.533494",Jephson Gardens,"park, tourist_attraction, point_of_interest, establishment",52.28858020000001,-1.530455
"52.286249,-1.533494",Hitchman Fountain,"tourist_attraction, park, point_of_interest, establishment",52.28746289999999,-1.533785
"52.286249,-1.533494",Bird feeding area,"park, point_of_interest, establishment",52.2873917,-1.5327242
"52.286249,-1.533494",Fountains,"park, point_of_interest, establishment",52.2874397,-1.5326551
"52.286249,-1.533494",Circular three elephant seat,"park, point_of_interest, establishment",52.2872619,-1.5314676
"52.286249,-1.533494",New Street Burial Ground,"park, point_of_interest, establishment",52.28593099999999,-1.5296102
"52.286249,-1.533494",Sensory Garden,"park, point_of_interest, establishment",52.2883935,-1.5308593
"52.286249,-1.533494",War Memorial,"park, point_of_interest, establishment",52.2891616,-1.5338722
"52.286249,-1.533494",Drop off for evening events at The Riverside Glasshouse,"park, point_of_interest, establishment",52.2887301,-1.530628
"52.286249,-1.526155",The Bowling Green Leamington Spa,"bar, point_of_interest, establishment",52.2859778,-1.5289494
"52.286249,-1.526155",The Town House,"bar, point_of_interest, establishment",52.2857976,-1.5306081
"52.286249,-1.526155",Welches Meadow,"park, point_of_interest, establishment",52.28895019999999,-1.5254854
"52.286249,-1.526155",New Street Burial Ground,"park, point_of_interest, establishment",52.28593099999999,-1.5296102
"52.286249,-1.526155",Mill Gardens,"park, point_of_interest, establishment",52.2882883,-1.5273212
"52.286249,-1.518688",The New Inn,"bar, point_of_interest, establishment",52.285759,-1.5183796
"52.286249,-1.518688",St Mary's Allotment Association,"park, point_of_interest, establishment",52.2849088,-1.5166688
"52.286249,-1.518688",Crabtree Meadow,"park, point_of_interest, establishment",52.28826979999999,-1.5204616
"52.286249,-1.511564",Leam Valley Local Nature Reserve,"park, point_of_interest, establishment",52.28695740000001,-1.5136127
"52.286249,-1.511564",Radford Road Meadows Nature Reserve,"park, point_of_interest, establishment",52.284817,-1.513545
"52.281418, -1.562762",Myton Park,"park, point_of_interest, establishment",52.28262779999999,-1.5586656
"52.281418, -1.562762",Myton Pool,"park, point_of_interest, establishment",52.2838265,-1.5621544
"52.281418, -1.562762",AM FACILITIES,"painter, park, general_contractor, point_of_interest, establishment",52.2825536,-1.5583888
"52.281418,-1.555381",Myton Park,"park, point_of_interest, establishment",52.28262779999999,-1.5586656
"52.281418,-1.555381",AM FACILITIES,"painter, park, general_contractor, point_of_interest, establishment",52.2825536,-1.5583888
"52.281418,-1.548171",Leamington Shopping Park,"bus_station, transit_station, point_of_interest, establishment",52.2798043,-1.5474994
"52.281418,-1.548171",Subway,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2797709,-1.5492005
"52.281418,-1.548171",The Moorings at Myton,"bar, restaurant, point_of_interest, food, establishment",52.2822004,-1.5480986
"52.281418,-1.548171",TK Maxx,"department_store, store, point_of_interest, establishment",52.2795714,-1.5493072
"52.281418,-1.548171",Marks & Spencer,"department_store, grocery_or_supermarket, store, food, point_of_interest, establishment",52.27855539999999,-1.5482572
"52.281418,-1.548171",Argos Leamington (Inside Sainsbury's),"department_store, furniture_store, clothing_store, jewelry_store, electronics_store, home_goods_store, store, point_of_interest, establishment",52.2787057,-1.5463842
"52.281418,-1.548171",Ford's Fields,"park, point_of_interest, establishment",52.2816942,-1.5457547
"52.281418,-1.540875",Morrisons,"bus_station, transit_station, point_of_interest, establishment",52.2835079,-1.5442187
"52.281418,-1.540875",Ford's Fields,"park, point_of_interest, establishment",52.2816942,-1.5457547
"52.281418,-1.533494",Railway Station,"bus_station, transit_station, point_of_interest, establishment",52.28417599999999,-1.535367
"52.281418,-1.533494",Spicy Bites Pizzeria,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",52.283704,-1.531988
"52.281418,-1.533494",Hong Kong House Leamington Spa ( Under New Management ),"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2835447,-1.5316215
"52.281418,-1.533494",Tachbrook Fishbar and Diner,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2802421,-1.5340923
"52.281418,-1.533494",Uma’s Indian Empress T/A Maharaja,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.281755,-1.5308476
"52.281418,-1.533494",Tortilla Pizza,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2819649,-1.530761
"52.281418,-1.533494",Sabores De Portugal,"grocery_or_supermarket, meal_takeaway, restaurant, point_of_interest, food, store, establishment",52.2832079,-1.5314681
"52.281418,-1.533494",Kebab Shack,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2836823,-1.5335507
"52.281418,-1.533494",GS Chicken And Chips,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2837904,-1.5316142
"52.281418,-1.533494",Golden Fish Bar & Kebab,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2837849,-1.5315933
"52.281418,-1.533494",The Micro Pug,"bar, restaurant, food, point_of_interest, establishment",52.2822749,-1.5312941
"52.281418,-1.533494",The Micro Pug,"cafe, bar, store, food, point_of_interest, establishment",52.2823489,-1.531311
"52.281418,-1.533494",Thomas James Hotel,"lodging, bar, point_of_interest, establishment",52.2844195,-1.532118
"52.281418,-1.533494",The Railway Inn - Leamington,"bar, point_of_interest, establishment",52.2837654,-1.5320147
"52.281418,-1.533494",Shades Gentlemans Club,"night_club, bar, point_of_interest, establishment",52.2838875,-1.5334557
