Location,Place Name,Place Type,Latitude,Longitude
"52.290777,-1.533494",Rosendale paving and landscaping,"general_contractor, park, point_of_interest, establishment",52.2922404,-1.533587
"52.290777,-1.533494",War Memorial,"park, point_of_interest, establishment",52.2891616,-1.5338722
"52.290777,-1.533494",Drop off for evening events at The Riverside Glasshouse,"park, point_of_interest, establishment",52.2887301,-1.530628
"52.290777,-1.533494",Sensory Garden,"park, point_of_interest, establishment",52.2883935,-1.5308593
"52.290777,-1.533494",Hitchman Fountain,"tourist_attraction, park, point_of_interest, establishment",52.2874629,-1.533785
"52.290777,-1.533494",Fountains,"park, point_of_interest, establishment",52.2874397,-1.5326551
"52.290777,-1.533494",Bird feeding area,"park, point_of_interest, establishment",52.2873917,-1.5327242
"52.290777,-1.533494",Christchurch Gardens,"park, point_of_interest, establishment",52.2941661,-1.5361249
"52.290777,-1.533494",Circular three elephant seat,"park, point_of_interest, establishment",52.2872619,-1.5314676
"52.290777,-1.526155",The Angel Hotel,"lodging, bar, restaurant, point_of_interest, food, establishment",52.2906597,-1.5323019
"52.290777,-1.526155",THE RISING SUN,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2935837,-1.5304066
"52.290777,-1.526155",Domino's Pizza - Leamington Spa,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2904625,-1.5328971
"52.290777,-1.526155",The Holly Bush 24/7 Pub,"bar, restaurant, point_of_interest, food, establishment",52.2927934,-1.5261303
"52.290777,-1.526155",Everest Indian Take-Away,"restaurant, point_of_interest, food, establishment",52.2928759,-1.530234
"52.290777,-1.526155",The Drawing Board,"cafe, bar, restaurant, point_of_interest, store, food, establishment",52.2894116,-1.5314448
"52.290777,-1.526155",44 - Cafe - Bar - Bistro,"bar, cafe, restaurant, point_of_interest, food, establishment",52.2920533,-1.5317033
"52.290777,-1.526155",Ruby,"restaurant, point_of_interest, food, establishment",52.2913297,-1.533412
"52.290777,-1.526155",The Royal Pug,"bar, restaurant, point_of_interest, food, establishment",52.290654,-1.532623
"52.290777,-1.526155",The Kee Lee,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2929132,-1.5313447
"52.290777,-1.526155",Greek Gyro and more,"restaurant, meal_takeaway, point_of_interest, food, establishment",52.2934538,-1.5257
"52.290777,-1.526155",Beer Garden,"bar, restaurant, point_of_interest, food, establishment",52.2933065,-1.5301874
"52.290777,-1.526155",Lansdowne Fish Bar,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2935464,-1.5304125
"52.290777,-1.526155",NIKARDOS LIMITED,"restaurant, point_of_interest, food, establishment",52.2935374,-1.5304891
"52.290777,-1.526155",Palisades,"restaurant, point_of_interest, food, establishment",52.2888647,-1.5316838
"52.290777,-1.526155",Hayashi Japanese Restaurant,"restaurant, point_of_interest, food, establishment",52.292311,-1.532085
"52.290777,-1.526155",Villa Capri Ristorante Italiano & Cocktail Lounge,"restaurant, point_of_interest, food, establishment",52.2901597,-1.5328964
"52.290777,-1.526155",Leif Tearooms,"cafe, bar, restaurant, point_of_interest, store, food, establishment",52.2919583,-1.5328194
"52.290777,-1.526155",The venue,"restaurant, point_of_interest, food, establishment",52.2876796,-1.5309734
"52.290777,-1.526155",Banh Mi Ca Phe,"restaurant, point_of_interest, food, establishment",52.2904274,-1.5332449
"52.290777,-1.526155",Spinetti’s Rooftop,"night_club, point_of_interest, establishment",52.2920316,-1.5320826
"52.290777,-1.526155",Habanaloko salsa dance holidays,"night_club, point_of_interest, establishment",52.2933872,-1.5316588
"52.290777,-1.526155",Collective Home Store,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.290905,-1.5333289
"52.290777,-1.526155",Whartons of Leamington Spa,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.292279,-1.531818
"52.290777,-1.526155",The Bed Factory(Leamington)Ltd,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2906451,-1.5327633
"52.290777,-1.526155",Door & Kitchen Store,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2925237,-1.5323118
"52.290777,-1.526155",Aristocraft Kitchens & Bedrooms - Leamington Spa,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2922581,-1.532818
"52.290777,-1.526155",Welches Meadow,"park, point_of_interest, establishment",52.2889502,-1.5254854
"52.290777,-1.526155",Jephson Gardens,"park, tourist_attraction, point_of_interest, establishment",52.2885802,-1.530455
"52.290777,-1.526155",Mill Gardens,"park, point_of_interest, establishment",52.2882883,-1.5273212
"52.290777,-1.526155",Drop off for evening events at The Riverside Glasshouse,"park, point_of_interest, establishment",52.2887301,-1.530628
"52.290777,-1.526155",Sensory Garden,"park, point_of_interest, establishment",52.2883935,-1.5308593
"52.290777,-1.526155",Crabtree Meadow,"park, point_of_interest, establishment",52.2882698,-1.5204616
"52.290777,-1.526155",Campion Hill Cycle Track,"park, point_of_interest, establishment",52.2941497,-1.521358
"52.290777,-1.518688",Newbold Comyn Horse Route,"park, point_of_interest, establishment",52.2918384,-1.5182996
"52.290777,-1.518688",Crabtree Meadow,"park, point_of_interest, establishment",52.2882698,-1.5204616
"52.290777,-1.518688",Newbold Comyn Skate Park,"tourist_attraction, park, point_of_interest, establishment",52.2891347,-1.5143943
"52.290777,-1.518688",Campion Hill Cycle Track,"park, point_of_interest, establishment",52.2941497,-1.521358
"52.290777,-1.518688",Leamington Parkrun,"park, point_of_interest, establishment",52.2896372,-1.5121533
"52.290777,-1.511564",Newbold Comyn Country Park,"park, point_of_interest, establishment",52.2906663,-1.5098373
"52.290777,-1.511564",Leamington Parkrun,"park, point_of_interest, establishment",52.2896372,-1.5121533
"52.290777,-1.511564",Newbold Comyn Skate Park,"tourist_attraction, park, point_of_interest, establishment",52.2891347,-1.5143943
"52.290777,-1.511564",Leam Valley Local Nature Reserve,"park, point_of_interest, establishment",52.2869574,-1.5136127
"52.290777,-1.511564",Newbold Comyn Horse Route,"park, point_of_interest, establishment",52.2918384,-1.5182996
"52.290777,-1.504140",Newbold Comyn Country Park,"park, point_of_interest, establishment",52.2906663,-1.5098373
"52.286249, -1.570058",YO! Warwick Tesco Kiosk,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2864463,-1.5635268
"52.286249, -1.570058",McDonald's Warwick,"restaurant, food, point_of_interest, establishment",52.2866315,-1.5634811
"52.286249, -1.570058",Magnino Fine Furniture,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2882009,-1.5691717
"52.286249, -1.570058",Leamington Furnishers,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2882351,-1.5696886
"52.286249, -1.570058",Furniture and Floors for Less,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2883253,-1.5699503
"52.286249, -1.570058",Red Office Warwick,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2900097,-1.5677811
"52.286249, -1.570058",Bedlam Furniture,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2882297,-1.5694289
"52.286249, -1.570058",There's No Place Like Home,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2882297,-1.5694289
"52.286249, -1.570058",Black Tea One Sugar,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2882009,-1.5691285
"52.286249, -1.570058",Joseph's Carpets,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2878731,-1.5633333
"52.286249, -1.570058",T H WHITE Country Store & Garden Machinery,"park, store, point_of_interest, establishment",52.2894998,-1.5745466
"52.286249, -1.562762",The Orient,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2881807,-1.5627602
"52.286249, -1.562762",YO! Warwick Tesco Kiosk,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2864463,-1.5635268
"52.286249, -1.562762",McDonald's Warwick,"restaurant, food, point_of_interest, establishment",52.2866315,-1.5634811
"52.286249, -1.562762",The RiverCross Warwick,"restaurant, food, point_of_interest, establishment",52.2887399,-1.5613214
"52.286249, -1.562762",Magnino Fine Furniture,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2882009,-1.5691717
"52.286249, -1.562762",Joseph's Carpets,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2878731,-1.5633333
"52.286249, -1.562762",Black Tea One Sugar,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2882009,-1.5691285
"52.286249, -1.562762",Myton Park,"park, point_of_interest, establishment",52.2826278,-1.5586656
"52.286249, -1.562762",Emscote Nature Reserve,"park, point_of_interest, establishment",52.2852788,-1.5627173
"52.286249, -1.562762",Myton Pool,"park, point_of_interest, establishment",52.2838265,-1.5621544
"52.286249,-1.555381",The RiverCross Warwick,"restaurant, point_of_interest, food, establishment",52.2887399,-1.5613214
"52.286249,-1.555381",Myton Park,"park, point_of_interest, establishment",52.2826278,-1.5586656
"52.286249,-1.555381",Elizabeth Park,"park, point_of_interest, establishment",52.2860272,-1.551553
"52.286249,-1.555381",AM FACILITIES,"painter, general_contractor, park, point_of_interest, establishment",52.2825536,-1.5583888
"52.286249,-1.548171",The Moorings at Myton,"bar, restaurant, food, point_of_interest, establishment",52.2822004,-1.5480986
"52.286249,-1.548171",Morrisons Cafe,"cafe, restaurant, food, point_of_interest, establishment",52.283762,-1.543198
"52.286249,-1.548171",The Cricketers,"bar, restaurant, food, point_of_interest, establishment",52.2874136,-1.5413086
"52.286249,-1.548171",Homebase - Leamington Spa,"hardware_store, storage, furniture_store, home_goods_store, store, point_of_interest, establishment",52.2835844,-1.5490591
"52.286249,-1.548171",Bensons for Beds Leamington Spa,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2835884,-1.5478995
"52.286249,-1.548171",Dreams Leamington Spa,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2835262,-1.547654
"52.286249,-1.548171",Age UK Re-Use,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2857463,-1.5477967
"52.286249,-1.548171",Tapi Carpets & Floors,"furniture_store, home_goods_store, general_contractor, store, point_of_interest, establishment",52.2836582,-1.5486186
"52.286249,-1.548171","Victoria Park, Leamington Spa","park, tourist_attraction, point_of_interest, establishment",52.287191,-1.5437254
"52.286249,-1.548171",Elizabeth Park,"park, point_of_interest, establishment",52.2860272,-1.551553
"52.286249,-1.540875",Premier Inn Leamington Spa Town Centre hotel,"lodging, restaurant, point_of_interest, food, establishment",52.2885283,-1.5356201
"52.286249,-1.540875",Pizza Express,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2879908,-1.5350743
"52.286249,-1.540875",Morrisons Cafe,"cafe, restaurant, point_of_interest, food, establishment",52.283762,-1.543198
"52.286249,-1.540875",Kayal,"restaurant, point_of_interest, food, establishment",52.2901701,-1.5375318
"52.286249,-1.540875",Elma Restaurant,"restaurant, point_of_interest, food, establishment",52.2898484,-1.5380779
"52.286249,-1.540875",Chozen Noodle,"restaurant, point_of_interest, food, establishment",52.2885017,-1.535409
"52.286249,-1.540875",The Cricketers,"bar, restaurant, point_of_interest, food, establishment",52.2874136,-1.5413086
"52.286249,-1.540875",Nana's Japanese,"restaurant, point_of_interest, food, establishment",52.2903203,-1.5382776
"52.286249,-1.540875",Paprika Club,"restaurant, point_of_interest, food, establishment",52.2901408,-1.5384967
"52.286249,-1.540875",Thai Elephant Restaurant,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.290107,-1.539072
"52.286249,-1.540875",Lina's place,"restaurant, point_of_interest, food, establishment",52.2855039,-1.5373031
"52.286249,-1.540875",Il Piccolinos Ltd,"bar, restaurant, point_of_interest, food, establishment",52.2857939,-1.5341046
"52.286249,-1.540875",Dosa,"restaurant, point_of_interest, food, establishment",52.2892694,-1.5379486
"52.286249,-1.540875",Dwarakamai,"restaurant, point_of_interest, food, establishment",52.2892816,-1.5375616
"52.286249,-1.540875",HART + CO,"bar, restaurant, point_of_interest, food, establishment",52.2893379,-1.5375736
"52.286249,-1.540875",The Magic Wingdom,"restaurant, point_of_interest, food, establishment",52.2881431,-1.5356355
"52.286249,-1.540875",Coco di Mama - Pasta Kitchen - Leamington Spa,"meal_takeaway, restaurant, point_of_interest, store, food, establishment",52.2901298,-1.541228
"52.286249,-1.540875",Karak Chaii Leamington Spa,"cafe, restaurant, point_of_interest, food, establishment",52.2883541,-1.5353148
"52.286249,-1.540875",Mac & Wings -,"restaurant, point_of_interest, food, establishment",52.2880257,-1.5350052
"52.286249,-1.540875",The Larder,"cafe, restaurant, point_of_interest, food, establishment",52.2871163,-1.5343164
"52.286249,-1.540875",Neon,"night_club, point_of_interest, establishment",52.2853636,-1.534255
"52.286249,-1.540875",Assembly Leamington,"night_club, point_of_interest, establishment",52.2854196,-1.5340516
"52.286249,-1.540875",coodart,"furniture_store, electronics_store, home_goods_store, store, point_of_interest, establishment",52.2884147,-1.5363578
"52.286249,-1.540875",Ember Home,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2882019,-1.5351008
"52.286249,-1.540875",NIck Carpet & Vinyl Fitter,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2900964,-1.5383277
"52.286249,-1.540875",Age UK Re-Use,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2857463,-1.5477967
"52.286249,-1.540875","Victoria Park, Leamington Spa","park, tourist_attraction, point_of_interest, establishment",52.287191,-1.5437254
"52.286249,-1.540875",Pump Room Gardens,"park, tourist_attraction, point_of_interest, establishment",52.2873195,-1.5356468
"52.286249,-1.533494",Premier Inn Leamington Spa Town Centre hotel,"lodging, restaurant, food, point_of_interest, establishment",52.2885283,-1.5356201
"52.286249,-1.533494",The Angel Hotel,"lodging, bar, restaurant, food, point_of_interest, establishment",52.2906597,-1.5323019
"52.286249,-1.533494",Subway,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2861678,-1.5334249
"52.286249,-1.533494",Five Rivers,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2859819,-1.5334043
"52.286249,-1.533494",Pizza Express,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2879908,-1.5350743
"52.286249,-1.533494",Zizzi - Leamington Spa,"restaurant, food, store, point_of_interest, establishment",52.2900657,-1.5351925
"52.286249,-1.533494",Viallis Fast Food,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",52.2858581,-1.533269
"52.286249,-1.533494",Papa Johns Pizza,"restaurant, food, point_of_interest, establishment",52.2843744,-1.5321032
"52.286249,-1.533494",Spicy Bites Pizzeria,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",52.283704,-1.531988
"52.286249,-1.533494",Domino's Pizza - Leamington Spa,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2904625,-1.5328971
"52.286249,-1.533494",Chozen Noodle,"restaurant, food, point_of_interest, establishment",52.2885017,-1.535409
"52.286249,-1.533494",Hong Kong House Leamington Spa ( Under New Management ),"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2835447,-1.5316215
"52.286249,-1.533494","Red Fort Indian Curry, Pizza & Burgers","meal_takeaway, restaurant, food, point_of_interest, establishment",52.28386,-1.530246
"52.286249,-1.533494",The Drawing Board,"cafe, bar, restaurant, food, store, point_of_interest, establishment",52.2894116,-1.5314448
"52.286249,-1.533494",Gourmet Burger Kitchen,"restaurant, food, point_of_interest, establishment",52.2896766,-1.5342454
"52.286249,-1.533494",Rosie's,"cafe, restaurant, food, point_of_interest, establishment",52.2895808,-1.5350332
"52.286249,-1.533494",Las Iguanas - Leamington Spa,"restaurant, bar, food, point_of_interest, establishment",52.2897196,-1.5348562
"52.286249,-1.533494",Nando's Leamington Spa,"restaurant, meal_delivery, food, point_of_interest, establishment",52.289756,-1.53464
"52.286249,-1.533494",Turtle Bay Leamington Spa,"bar, restaurant, food, point_of_interest, establishment",52.2898422,-1.5344003
"52.286249,-1.533494",wagamama leamington spa,"restaurant, food, point_of_interest, establishment",52.2897389,-1.5351637
"52.286249,-1.533494",Shades Gentlemans Club,"night_club, bar, point_of_interest, establishment",52.2838875,-1.5334557
"52.286249,-1.533494",Assembly Leamington,"night_club, point_of_interest, establishment",52.2854196,-1.5340516
"52.286249,-1.533494",Neon,"night_club, point_of_interest, establishment",52.2853636,-1.534255
"52.286249,-1.533494",Ember Home,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2882019,-1.5351008
"52.286249,-1.533494",coodart,"furniture_store, home_goods_store, electronics_store, point_of_interest, store, establishment",52.2884147,-1.5363578
"52.286249,-1.533494",Priory Flooring,"general_contractor, furniture_store, home_goods_store, point_of_interest, store, establishment",52.2831156,-1.5300903
"52.286249,-1.533494",jordans foam cushion,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.284035,-1.5323673
"52.286249,-1.533494",Corner shop,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2851288,-1.5296083
"52.286249,-1.533494",Vitsœ,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2903877,-1.534385
"52.286249,-1.533494",Stone The Crows,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2902278,-1.5363606
"52.286249,-1.533494",The Bed Factory(Leamington)Ltd,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2906451,-1.5327633
"52.286249,-1.533494",Pump Room Gardens,"park, tourist_attraction, point_of_interest, establishment",52.2873195,-1.5356468
"52.286249,-1.533494",Jephson Gardens,"park, tourist_attraction, point_of_interest, establishment",52.2885802,-1.530455
"52.286249,-1.533494",Hitchman Fountain,"tourist_attraction, park, point_of_interest, establishment",52.2874629,-1.533785
"52.286249,-1.533494",Bird feeding area,"park, point_of_interest, establishment",52.2873917,-1.5327242
"52.286249,-1.533494",Fountains,"park, point_of_interest, establishment",52.2874397,-1.5326551
"52.286249,-1.533494",Circular three elephant seat,"park, point_of_interest, establishment",52.2872619,-1.5314676
"52.286249,-1.533494",New Street Burial Ground,"park, point_of_interest, establishment",52.285931,-1.5296102
"52.286249,-1.533494",Sensory Garden,"park, point_of_interest, establishment",52.2883935,-1.5308593
"52.286249,-1.533494",War Memorial,"park, point_of_interest, establishment",52.2891616,-1.5338722
"52.286249,-1.533494",Drop off for evening events at The Riverside Glasshouse,"park, point_of_interest, establishment",52.2887301,-1.530628
"52.286249,-1.533494",Mill Gardens,"park, point_of_interest, establishment",52.2882883,-1.5273212
"52.286249,-1.526155",Subway,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2861678,-1.5334249
"52.286249,-1.526155","Red Fort Indian Curry, Pizza & Burgers","meal_takeaway, restaurant, food, point_of_interest, establishment",52.28386,-1.530246
"52.286249,-1.526155",Five Rivers,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2859819,-1.5334043
"52.286249,-1.526155",Papa Johns Pizza,"restaurant, food, point_of_interest, establishment",52.2843744,-1.5321032
"52.286249,-1.526155",Viallis Fast Food,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",52.2858581,-1.533269
"52.286249,-1.526155",Hong Kong House Leamington Spa ( Under New Management ),"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2835447,-1.5316215
"52.286249,-1.526155",Spicy Bites Pizzeria,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",52.283704,-1.531988
"52.286249,-1.526155",Eleven,"restaurant, food, point_of_interest, establishment",52.2849747,-1.5319496
"52.286249,-1.526155",Himalayan Restaurant & Bar,"restaurant, food, point_of_interest, establishment",52.2845779,-1.5322837
"52.286249,-1.526155",The venue,"restaurant, food, point_of_interest, establishment",52.2876796,-1.5309734
"52.286249,-1.526155",Pepe's,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2841233,-1.5302757
"52.286249,-1.526155",Sandwich House,"restaurant, food, point_of_interest, establishment",52.2841172,-1.530324
"52.286249,-1.526155",Wing Tai,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2838753,-1.5301313
"52.286249,-1.526155",Wah Kee,"restaurant, food, point_of_interest, establishment",52.2838137,-1.5301405
"52.286249,-1.526155",Sicilian Pizza and Kebab,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.284368,-1.5311241
"52.286249,-1.526155",Tuscano's Pizza,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.285179,-1.5326845
"52.286249,-1.526155",We Love Pizza,"restaurant, food, point_of_interest, establishment",52.2849757,-1.5320711
"52.286249,-1.526155",TJ's Bar & Grill,"bar, restaurant, food, point_of_interest, establishment",52.28442,-1.532118
"52.286249,-1.526155",Millenium Sweethouse,"restaurant, food, point_of_interest, establishment",52.2841574,-1.531645
"52.286249,-1.526155",Craving,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2851654,-1.5324468
"52.286249,-1.526155",Discoteca,"night_club, point_of_interest, establishment",52.2852491,-1.5201004
"52.286249,-1.526155",Priory Flooring,"general_contractor, furniture_store, home_goods_store, store, point_of_interest, establishment",52.2831156,-1.5300903
"52.286249,-1.526155",Corner shop,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2851288,-1.5296083
"52.286249,-1.526155",Chairs With Flair Antique And Modern Furniture,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2830149,-1.5278943
"52.286249,-1.526155",STOCK.DE,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2830162,-1.5280151
"52.286249,-1.526155",Oseasons,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2851905,-1.5200789
"52.286249,-1.526155",Midland Worktop Fitters Ltd,"general_contractor, furniture_store, home_goods_store, store, point_of_interest, establishment",52.2826126,-1.528661
"52.286249,-1.526155",jordans foam cushion,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.284035,-1.5323673
"52.286249,-1.526155",Welches Meadow,"park, point_of_interest, establishment",52.2889502,-1.5254854
"52.286249,-1.526155",Jephson Gardens,"park, tourist_attraction, point_of_interest, establishment",52.2885802,-1.530455
"52.286249,-1.526155",New Street Burial Ground,"park, point_of_interest, establishment",52.285931,-1.5296102
"52.286249,-1.526155",Mill Gardens,"park, point_of_interest, establishment",52.2882883,-1.5273212
"52.286249,-1.526155",Circular three elephant seat,"park, point_of_interest, establishment",52.2872619,-1.5314676
"52.286249,-1.526155",Sensory Garden,"park, point_of_interest, establishment",52.2883935,-1.5308593
"52.286249,-1.526155",Drop off for evening events at The Riverside Glasshouse,"park, point_of_interest, establishment",52.2887301,-1.530628
"52.286249,-1.526155",Crabtree Meadow,"park, point_of_interest, establishment",52.2882698,-1.5204616
"52.286249,-1.526155",Fountains,"park, point_of_interest, establishment",52.2874397,-1.5326551
"52.286249,-1.526155",Bird feeding area,"park, point_of_interest, establishment",52.2873917,-1.5327242
"52.286249,-1.518688",Sydenham Balti & Pizza,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.282828,-1.5166285
"52.286249,-1.518688",Pete's Plaice,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2830302,-1.5165742
"52.286249,-1.518688",The Good Foods House,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2829408,-1.5166038
"52.286249,-1.518688",Seafare Fish Bar,"restaurant, food, point_of_interest, establishment",52.282828,-1.5166285
"52.286249,-1.518688",Discoteca,"night_club, point_of_interest, establishment",52.2852491,-1.5201004
"52.286249,-1.518688",Oseasons,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2851905,-1.5200789
"52.286249,-1.518688",Magnet Trade,"general_contractor, furniture_store, home_goods_store, store, point_of_interest, establishment",52.2826136,-1.5196084
"52.286249,-1.518688",Magnet Kitchens,"general_contractor, furniture_store, home_goods_store, store, point_of_interest, establishment",52.2826284,-1.5195995
"52.286249,-1.518688",St Mary's Allotment Association,"park, point_of_interest, establishment",52.2849088,-1.5166688
"52.286249,-1.518688",Crabtree Meadow,"park, point_of_interest, establishment",52.2882698,-1.5204616
"52.286249,-1.518688",Leam Valley Local Nature Reserve,"park, point_of_interest, establishment",52.2869574,-1.5136127
"52.286249,-1.518688",Radford Road Meadows Nature Reserve,"park, point_of_interest, establishment",52.284817,-1.513545
"52.286249,-1.518688",Newbold Comyn Skate Park,"tourist_attraction, park, point_of_interest, establishment",52.2891347,-1.5143943
"52.286249,-1.511564",Pete's Plaice,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2830302,-1.5165742
"52.286249,-1.511564",Leam Valley Local Nature Reserve,"park, point_of_interest, establishment",52.2869574,-1.5136127
"52.286249,-1.511564",Radford Road Meadows Nature Reserve,"park, point_of_interest, establishment",52.284817,-1.513545
"52.286249,-1.511564",Newbold Comyn Skate Park,"tourist_attraction, park, point_of_interest, establishment",52.2891347,-1.5143943
"52.286249,-1.511564",St Mary's Allotment Association,"park, point_of_interest, establishment",52.2849088,-1.5166688
"52.286249,-1.511564",Leamington Parkrun,"park, point_of_interest, establishment",52.2896372,-1.5121533
"52.281418, -1.562762",Myton Park,"park, point_of_interest, establishment",52.2826278,-1.5586656
"52.281418, -1.562762",Myton Pool,"park, point_of_interest, establishment",52.2838265,-1.5621544
"52.281418, -1.562762",AM FACILITIES,"painter, general_contractor, park, point_of_interest, establishment",52.2825536,-1.5583888
"52.281418, -1.562762",Emscote Nature Reserve,"park, point_of_interest, establishment",52.2852788,-1.5627173
"52.281418,-1.555381",Subway,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2797709,-1.5492005
"52.281418,-1.555381",Homebase - Leamington Spa,"hardware_store, storage, furniture_store, home_goods_store, store, point_of_interest, establishment",52.2835844,-1.5490591
"52.281418,-1.555381",Myton Park,"park, point_of_interest, establishment",52.2826278,-1.5586656
"52.281418,-1.555381",AM FACILITIES,"painter, park, general_contractor, point_of_interest, establishment",52.2825536,-1.5583888
"52.281418,-1.548171",The Moorings at Myton,"bar, restaurant, food, point_of_interest, establishment",52.2822004,-1.5480986
"52.281418,-1.548171",Subway,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2797709,-1.5492005
"52.281418,-1.548171",Morrisons Cafe,"cafe, restaurant, food, point_of_interest, establishment",52.283762,-1.543198
"52.281418,-1.548171",Starbucks Coffee,"cafe, store, restaurant, food, point_of_interest, establishment",52.2788615,-1.5460521
"52.281418,-1.548171",McDonald's,"restaurant, food, point_of_interest, establishment",52.2813407,-1.5472267
"52.281418,-1.548171",Homebase - Leamington Spa,"hardware_store, storage, furniture_store, home_goods_store, point_of_interest, store, establishment",52.2835844,-1.5490591
"52.281418,-1.548171",Benchmarx Kitchen Showroom Leamington Spa,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.279648,-1.544847
"52.281418,-1.548171",Bensons for Beds Leamington Spa,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2835884,-1.5478995
"52.281418,-1.548171",Dreams Leamington Spa,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2835262,-1.547654
"52.281418,-1.548171",Argos Leamington (Inside Sainsbury's),"department_store, jewelry_store, electronics_store, furniture_store, home_goods_store, clothing_store, point_of_interest, store, establishment",52.2787057,-1.5463842
"52.281418,-1.548171",Tapi Carpets & Floors,"furniture_store, home_goods_store, general_contractor, point_of_interest, store, establishment",52.2836582,-1.5486186
"52.281418,-1.548171",Webb Flooring Company,"furniture_store, home_goods_store, general_contractor, point_of_interest, store, establishment",52.2808238,-1.5424776
"52.281418,-1.548171",Age UK Re-Use,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2857463,-1.5477967
"52.281418,-1.548171",Ford's Fields,"park, point_of_interest, establishment",52.2816942,-1.5457547
"52.281418,-1.540875",Morrisons Cafe,"cafe, restaurant, food, point_of_interest, establishment",52.283762,-1.543198
"52.281418,-1.540875",PIZZA O'MORE LEAMINGTON SPA,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",52.2779663,-1.5411648
"52.281418,-1.540875",Domeli's Pizza,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2779441,-1.5411258
"52.281418,-1.540875",McDonald's,"restaurant, food, point_of_interest, establishment",52.2813407,-1.5472267
