Location,Place Name,Place Type,Latitude,Longitude
"52.281418,-1.540875",Starbucks Coffee,"cafe, store, restaurant, food, point_of_interest, establishment",52.2788615,-1.5460521
"52.281418,-1.540875",Tachbrook Fishbar and Diner,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2802421,-1.5340923
"52.281418,-1.540875",Ackee Tree Soul Kitchen,"restaurant, food, point_of_interest, establishment",52.2803167,-1.5341806
"52.281418,-1.540875",Benchmarx Kitchen Showroom Leamington Spa,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.279648,-1.544847
"52.281418,-1.540875",Webb Flooring Company,"furniture_store, general_contractor, home_goods_store, store, point_of_interest, establishment",52.2808238,-1.5424776
"52.281418,-1.540875",Queensway Furniture Ltd,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2781606,-1.541085
"52.281418,-1.540875",Argos Leamington (Inside Sainsbury's),"department_store, jewelry_store, furniture_store, clothing_store, electronics_store, home_goods_store, store, point_of_interest, establishment",52.2787057,-1.5463842
"52.281418,-1.540875",Ford's Fields,"park, point_of_interest, establishment",52.2816942,-1.5457547
"52.281418,-1.533494",Spicy Bites Pizzeria,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",52.283704,-1.531988
"52.281418,-1.533494",Papa Johns Pizza,"restaurant, food, point_of_interest, establishment",52.2843744,-1.5321032
"52.281418,-1.533494",The Micro Pug,"bar, restaurant, food, point_of_interest, establishment",52.2822749,-1.5312941
"52.281418,-1.533494",Hong Kong House Leamington Spa ( Under New Management ),"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2835447,-1.5316215
"52.281418,-1.533494","Red Fort Indian Curry, Pizza & Burgers","meal_takeaway, restaurant, food, point_of_interest, establishment",52.28386,-1.530246
"52.281418,-1.533494",New Kitchen,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2776807,-1.5333349
"52.281418,-1.533494",Viallis Fast Food,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",52.2858581,-1.533269
"52.281418,-1.533494",Emperors,"restaurant, food, point_of_interest, establishment",52.2849008,-1.5334035
"52.281418,-1.533494",Himalayan Restaurant & Bar,"restaurant, food, point_of_interest, establishment",52.2845779,-1.5322837
"52.281418,-1.533494",Sakarya Kebab House,"restaurant, food, point_of_interest, establishment",52.2833838,-1.531542
"52.281418,-1.533494",Tachbrook Fishbar and Diner,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2802421,-1.5340923
"52.281418,-1.533494",Eleven,"restaurant, food, point_of_interest, establishment",52.2849747,-1.5319496
"52.281418,-1.533494",TJ's Bar & Grill,"bar, restaurant, food, point_of_interest, establishment",52.28442,-1.532118
"52.281418,-1.533494",Tuscano's Pizza,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.285179,-1.5326845
"52.281418,-1.533494",Ackee Tree Soul Kitchen,"restaurant, food, point_of_interest, establishment",52.2803167,-1.5341806
"52.281418,-1.533494",The Gourmet Picnic Shed,"restaurant, food, point_of_interest, establishment",52.282817,-1.5322312
"52.281418,-1.533494",Uma’s Indian Empress T/A Maharaja,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.281755,-1.5308476
"52.281418,-1.533494",Tortilla Pizza,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2819649,-1.530761
"52.281418,-1.533494",Casa Rica,"restaurant, food, point_of_interest, establishment",52.2819649,-1.530761
"52.281418,-1.533494",Lina Bistro,"restaurant, food, point_of_interest, establishment",52.2823253,-1.53103
"52.281418,-1.533494",Shades Gentlemans Club,"night_club, bar, point_of_interest, establishment",52.2838875,-1.5334557
"52.281418,-1.533494",Assembly Leamington,"night_club, point_of_interest, establishment",52.2854196,-1.5340516
"52.281418,-1.533494",Neon,"night_club, point_of_interest, establishment",52.2853636,-1.534255
"52.281418,-1.533494",Priory Flooring,"general_contractor, furniture_store, home_goods_store, point_of_interest, store, establishment",52.2831156,-1.5300903
"52.281418,-1.533494",jordans foam cushion,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.284035,-1.5323673
"52.281418,-1.533494",Midland Worktop Fitters Ltd,"general_contractor, furniture_store, home_goods_store, point_of_interest, store, establishment",52.2826126,-1.528661
"52.281418,-1.533494",STOCK.DE,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2830162,-1.5280151
"52.281418,-1.533494",Chairs With Flair Antique And Modern Furniture,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2830149,-1.5278943
"52.281418,-1.533494",Corner shop,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2851288,-1.5296083
"52.281418,-1.533494",The Secret Garden,"park, point_of_interest, establishment",52.2784932,-1.5306968
"52.281418,-1.526155",The Micro Pug,"bar, restaurant, food, point_of_interest, establishment",52.2822749,-1.5312941
"52.281418,-1.526155","Red Fort Indian Curry, Pizza & Burgers","meal_takeaway, restaurant, food, point_of_interest, establishment",52.28386,-1.530246
"52.281418,-1.526155",Hong Kong House Leamington Spa ( Under New Management ),"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2835447,-1.5316215
"52.281418,-1.526155",Spicy Bites Pizzeria,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",52.283704,-1.531988
"52.281418,-1.526155",Happy Kitchen Chinese Takeaway,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2802179,-1.5278139
"52.281418,-1.526155",Made in Mexico,"restaurant, food, point_of_interest, establishment",52.282579,-1.5291101
"52.281418,-1.526155",Ginger,"restaurant, food, point_of_interest, establishment",52.2816735,-1.5218462
"52.281418,-1.526155",Sakarya Kebab House,"restaurant, food, point_of_interest, establishment",52.2833838,-1.531542
"52.281418,-1.526155",Tortilla Pizza,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2819649,-1.530761
"52.281418,-1.526155",Casa Rica,"restaurant, food, point_of_interest, establishment",52.2819649,-1.530761
"52.281418,-1.526155",Uma’s Indian Empress T/A Maharaja,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.281755,-1.5308476
"52.281418,-1.526155",Lina Bistro,"restaurant, food, point_of_interest, establishment",52.2823253,-1.53103
"52.281418,-1.526155",TheGreek Standing,"restaurant, food, point_of_interest, establishment",52.2823844,-1.5310544
"52.281418,-1.526155",Wah Kee,"restaurant, food, point_of_interest, establishment",52.2838137,-1.5301405
"52.281418,-1.526155",Wing Tai,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2838753,-1.5301313
"52.281418,-1.526155",Pepe's,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2841233,-1.5302757
"52.281418,-1.526155",Sabores De Portugal,"meal_takeaway, grocery_or_supermarket, store, restaurant, food, point_of_interest, establishment",52.2832079,-1.5314681
"52.281418,-1.526155",Sandwich House,"restaurant, food, point_of_interest, establishment",52.2841172,-1.530324
"52.281418,-1.526155",The Gourmet Picnic Shed,"restaurant, food, point_of_interest, establishment",52.282817,-1.5322312
"52.281418,-1.526155",Golden Fish Bar & Kebab,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2837849,-1.5315933
"52.281418,-1.526155",Priory Flooring,"furniture_store, general_contractor, home_goods_store, store, point_of_interest, establishment",52.2831156,-1.5300903
"52.281418,-1.526155",Fitrite Wardrobes Of Leamington Limited,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2793381,-1.522135
"52.281418,-1.526155",Chairs With Flair Antique And Modern Furniture,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2830149,-1.5278943
"52.281418,-1.526155",Midland Worktop Fitters Ltd,"furniture_store, general_contractor, home_goods_store, store, point_of_interest, establishment",52.2826126,-1.528661
"52.281418,-1.526155",STOCK.DE,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2830162,-1.5280151
"52.281418,-1.526155",Magnet Trade,"furniture_store, general_contractor, home_goods_store, store, point_of_interest, establishment",52.2826136,-1.5196084
"52.281418,-1.526155",Magnet Kitchens,"furniture_store, general_contractor, home_goods_store, store, point_of_interest, establishment",52.2826284,-1.5195995
"52.281418,-1.526155",Corner shop,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2851288,-1.5296083
"52.281418,-1.526155",Eagle Recreation Ground and Play Area,"park, point_of_interest, establishment",52.2805,-1.5260454
"52.281418,-1.526155",The Secret Garden,"park, point_of_interest, establishment",52.2784932,-1.5306968
"52.281418,-1.518688",Sydenham Balti & Pizza,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.282828,-1.5166285
"52.281418,-1.518688",Pete's Plaice,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2830302,-1.5165742
"52.281418,-1.518688",Seafare Fish Bar,"restaurant, point_of_interest, food, establishment",52.282828,-1.5166285
"52.281418,-1.518688",Ginger,"restaurant, point_of_interest, food, establishment",52.2816735,-1.5218462
"52.281418,-1.518688",The Good Foods House,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2829408,-1.5166038
"52.281418,-1.518688",Royal Bites,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2779348,-1.517787
"52.281418,-1.518688",Panku Leamington Spa,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2773164,-1.5160935
"52.281418,-1.518688",Discoteca,"night_club, point_of_interest, establishment",52.2852491,-1.5201004
"52.281418,-1.518688",Fitrite Wardrobes Of Leamington Limited,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2793381,-1.522135
"52.281418,-1.518688",Cologne & Cotton Web,"furniture_store, home_goods_store, point_of_interest, clothing_store, store, establishment",52.277928,-1.520732
"52.281418,-1.518688",Carpet Fitter Supplier,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2778344,-1.5162945
"52.281418,-1.518688",Magnet Trade,"general_contractor, furniture_store, home_goods_store, point_of_interest, store, establishment",52.2826136,-1.5196084
"52.281418,-1.518688",Modern Homes,"general_contractor, furniture_store, home_goods_store, point_of_interest, store, establishment",52.2777822,-1.5200702
"52.281418,-1.518688",Magnet Kitchens,"general_contractor, furniture_store, home_goods_store, point_of_interest, store, establishment",52.2826284,-1.5195995
"52.281418,-1.518688",Oseasons,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2851905,-1.5200789
"52.281418,-1.518688",Sydni Memorial Orchard,"park, point_of_interest, establishment",52.280582,-1.5128145
"52.281418,-1.518688",St Mary's Allotment Association,"park, point_of_interest, establishment",52.2849088,-1.5166688
"52.281418,-1.511564",Sydenham Balti & Pizza,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.282828,-1.5166285
"52.281418,-1.511564",Pete's Plaice,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2830302,-1.5165742
"52.281418,-1.511564",Seafare Fish Bar,"restaurant, point_of_interest, food, establishment",52.282828,-1.5166285
"52.281418,-1.511564",The Good Foods House,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2829408,-1.5166038
"52.281418,-1.511564",Sydni Memorial Orchard,"park, point_of_interest, establishment",52.280582,-1.5128145
"52.281418,-1.511564",Radford Road Meadows Nature Reserve,"park, point_of_interest, establishment",52.284817,-1.513545
"52.281418,-1.497617",The White Lion,"bar, restaurant, food, point_of_interest, establishment",52.2779317,-1.4971784
"52.277348,-1.548171",Subway,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2797709,-1.5492005
"52.277348,-1.548171",PIZZA O'MORE LEAMINGTON SPA,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",52.2779663,-1.5411648
"52.277348,-1.548171",Starbucks Coffee,"cafe, restaurant, point_of_interest, store, food, establishment",52.2788615,-1.5460521
"52.277348,-1.548171",D & D Quick Snack,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2766482,-1.5448218
"52.277348,-1.548171",McDonald's,"restaurant, point_of_interest, food, establishment",52.2813407,-1.5472267
"52.277348,-1.548171",Domeli's Pizza,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2779441,-1.5411258
"52.277348,-1.548171",Benchmarx Kitchen Showroom Leamington Spa,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.279648,-1.544847
"52.277348,-1.548171",Argos Leamington (Inside Sainsbury's),"department_store, electronics_store, jewelry_store, clothing_store, furniture_store, home_goods_store, store, point_of_interest, establishment",52.2787057,-1.5463842
"52.277348,-1.548171",Luxury Velvet Beds,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2736882,-1.5489617
"52.277348,-1.548171",Queensway Furniture Ltd,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2781606,-1.541085
"52.277348,-1.540875",PIZZA O'MORE LEAMINGTON SPA,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",52.2779663,-1.5411648
"52.277348,-1.540875",Starbucks Coffee,"restaurant, cafe, store, food, point_of_interest, establishment",52.2788615,-1.5460521
"52.277348,-1.540875",Domeli's Pizza,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2779441,-1.5411258
"52.277348,-1.540875",D & D Quick Snack,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2766482,-1.5448218
"52.277348,-1.540875",Benchmarx Kitchen Showroom Leamington Spa,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.279648,-1.544847
"52.277348,-1.540875",Queensway Furniture Ltd,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2781606,-1.541085
"52.277348,-1.540875",MKM Building Supplies Leamington Spa,"hardware_store, furniture_store, home_goods_store, store, point_of_interest, establishment",52.2761808,-1.5384529
"52.277348,-1.540875",Woodhouse,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2748957,-1.5368405
"52.277348,-1.540875",Argos Leamington (Inside Sainsbury's),"department_store, clothing_store, jewelry_store, electronics_store, furniture_store, home_goods_store, store, point_of_interest, establishment",52.2787057,-1.5463842
"52.277348,-1.540875",Webb Flooring Company,"furniture_store, home_goods_store, general_contractor, store, point_of_interest, establishment",52.2808238,-1.5424776
"52.277348,-1.533494",New Kitchen,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2776807,-1.5333349
"52.277348,-1.533494",Tachbrook Fishbar and Diner,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2802421,-1.5340923
"52.277348,-1.533494",Tim's chipper,"restaurant, food, point_of_interest, establishment",52.2776807,-1.5333349
"52.277348,-1.533494",Sabins,"restaurant, food, point_of_interest, establishment",52.277746,-1.533536
"52.277348,-1.533494",Epic Chicken,"restaurant, food, point_of_interest, establishment",52.2779727,-1.5333691
"52.277348,-1.533494",World of Wings,"restaurant, food, point_of_interest, establishment",52.2779727,-1.5333691
"52.277348,-1.533494",Ackee Tree Soul Kitchen,"restaurant, food, point_of_interest, establishment",52.2803167,-1.5341806
"52.277348,-1.533494",Happy Kitchen Chinese Takeaway,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2802179,-1.5278139
"52.277348,-1.533494",Woodhouse,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2748957,-1.5368405
"52.277348,-1.533494",MKM Building Supplies Leamington Spa,"furniture_store, home_goods_store, hardware_store, point_of_interest, store, establishment",52.2761808,-1.5384529
"52.277348,-1.533494",The Secret Garden,"park, point_of_interest, establishment",52.2784932,-1.5306968
"52.277348,-1.533494",Incredible Edible - Windmill Rd Garden,"park, point_of_interest, establishment",52.2752839,-1.5312248
"52.277348,-1.526155",New Kitchen,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2776807,-1.5333349
"52.277348,-1.526155",Happy Kitchen Chinese Takeaway,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2802179,-1.5278139
"52.277348,-1.526155",Butchers Butties,"restaurant, food, point_of_interest, establishment",52.2743527,-1.5242636
"52.277348,-1.526155",Johnny's Plaice,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2742719,-1.5245296
"52.277348,-1.526155",Nally's Jamaican Jerk & Grill,"restaurant, food, point_of_interest, establishment",52.2738816,-1.5230261
"52.277348,-1.526155",Tim's chipper,"restaurant, food, point_of_interest, establishment",52.2776807,-1.5333349
"52.277348,-1.526155",Epic Chicken,"restaurant, food, point_of_interest, establishment",52.2779727,-1.5333691
"52.277348,-1.526155",World of Wings,"restaurant, food, point_of_interest, establishment",52.2779727,-1.5333691
"52.277348,-1.526155",Fitrite Wardrobes Of Leamington Limited,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2793381,-1.522135
"52.277348,-1.526155",Cologne & Cotton Web,"clothing_store, furniture_store, home_goods_store, store, point_of_interest, establishment",52.277928,-1.520732
"52.277348,-1.526155",Modern Homes,"furniture_store, home_goods_store, general_contractor, store, point_of_interest, establishment",52.2777822,-1.5200702
"52.277348,-1.526155",The Secret Garden,"park, point_of_interest, establishment",52.2784932,-1.5306968
"52.277348,-1.526155",Eagle Recreation Ground and Play Area,"park, point_of_interest, establishment",52.2805,-1.5260454
"52.277348,-1.526155",Incredible Edible - Windmill Rd Garden,"park, point_of_interest, establishment",52.2752839,-1.5312248
"52.277348,-1.518688",Royal Bites,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2779348,-1.517787
"52.277348,-1.518688",Panku Leamington Spa,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2773164,-1.5160935
"52.277348,-1.518688",The Shire Grill,"bar, restaurant, food, point_of_interest, establishment",52.2770423,-1.5139133
"52.277348,-1.518688",Smash Burger,"restaurant, food, point_of_interest, establishment",52.2770801,-1.5138292
"52.277348,-1.518688",Nally's Jamaican Jerk & Grill,"restaurant, food, point_of_interest, establishment",52.2738816,-1.5230261
"52.277348,-1.518688",Carpet Fitter Supplier,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2778344,-1.5162945
"52.277348,-1.518688",Cologne & Cotton Web,"furniture_store, home_goods_store, point_of_interest, clothing_store, store, establishment",52.277928,-1.520732
"52.277348,-1.518688",Fitrite Wardrobes Of Leamington Limited,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2793381,-1.522135
"52.277348,-1.518688",Modern Homes,"general_contractor, furniture_store, home_goods_store, point_of_interest, store, establishment",52.2777822,-1.5200702
"52.277348,-1.511564",Smash Burger,"restaurant, food, point_of_interest, establishment",52.2770801,-1.5138292
"52.277348,-1.511564",The Shire Grill,"bar, restaurant, food, point_of_interest, establishment",52.2770423,-1.5139133
"52.277348,-1.511564",Panku Leamington Spa,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2773164,-1.5160935
"52.277348,-1.511564",Royal Bites,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2779348,-1.517787
"52.277348,-1.511564",Carpet Fitter Supplier,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2778344,-1.5162945
"52.277348,-1.511564",Sydni Memorial Orchard,"park, point_of_interest, establishment",52.280582,-1.5128145
"52.277348,-1.504140",The White Lion,"bar, restaurant, point_of_interest, food, establishment",52.2779317,-1.4971784
"52.277348,-1.497617",The White Lion,"bar, restaurant, food, point_of_interest, establishment",52.2779317,-1.4971784
"52.277348,-1.497617",Radford Semele Recreation Ground,"park, point_of_interest, establishment",52.2747086,-1.4976329
"52.272517, -1.562762",Lahori Kitchen,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2728243,-1.557033
"52.272517,-1.555381",SmartLunch Ltd,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2729143,-1.5517162
"52.272517,-1.555381",Lahori Kitchen,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2728243,-1.557033
"52.272517,-1.555381",Palty (UK) Ltd,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2705651,-1.5519405
"52.272517,-1.555381",Caterquip Ventilation Ltd,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2723652,-1.5517218
"52.272517,-1.555381",Howdens - Leamington Spa,"general_contractor, furniture_store, home_goods_store, hardware_store, point_of_interest, store, establishment",52.2720187,-1.5511483
"52.272517,-1.555381",Diamond Interiors,"general_contractor, furniture_store, home_goods_store, point_of_interest, store, establishment",52.2714505,-1.5553725
"52.272517,-1.555381",Luxury Velvet Beds,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2736882,-1.5489617
"52.272517,-1.548171",SmartLunch Ltd,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2729143,-1.5517162
"52.272517,-1.548171",Palty (UK) Ltd,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2705651,-1.5519405
"52.272517,-1.548171",Caterquip Ventilation Ltd,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2723652,-1.5517218
"52.272517,-1.548171",Howdens - Leamington Spa,"hardware_store, furniture_store, home_goods_store, general_contractor, store, point_of_interest, establishment",52.2720187,-1.5511483
"52.272517,-1.548171",Luxury Velvet Beds,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2736882,-1.5489617
"52.272517,-1.540875",Royal Horse,"bar, restaurant, food, point_of_interest, establishment",52.269223,-1.537166
"52.272517,-1.540875",pawpaw,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2686234,-1.5387476
"52.272517,-1.540875","Fish Fair (Fish, Chips, Kebabs)","meal_takeaway, restaurant, food, point_of_interest, establishment",52.2686319,-1.5387957
"52.272517,-1.540875",Woodhouse,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2748957,-1.5368405
"52.272517,-1.540875",Pure Office Solutions Ltd,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2706734,-1.5358295
"52.272517,-1.540875",POS Contract Flooring LTD,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2695798,-1.5367267
"52.272517,-1.540875",MKM Building Supplies Leamington Spa,"hardware_store, furniture_store, home_goods_store, store, point_of_interest, establishment",52.2761808,-1.5384529
"52.272517,-1.533494",Royal Horse,"bar, restaurant, food, point_of_interest, establishment",52.269223,-1.537166
"52.272517,-1.533494",The Heathcote,"bar, restaurant, food, point_of_interest, establishment",52.2680898,-1.5347766
"52.272517,-1.533494",Pure Office Solutions Ltd,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2706734,-1.5358295
"52.272517,-1.533494",Woodhouse,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2748957,-1.5368405
"52.272517,-1.533494",POS Contract Flooring LTD,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2695798,-1.5367267
"52.272517,-1.533494",Incredible Edible - Windmill Rd Garden,"park, point_of_interest, establishment",52.2752839,-1.5312248
"52.272517,-1.533494",Play area,"park, point_of_interest, establishment",52.2701303,-1.528089
"52.272517,-1.533494",Acre Close Park,"park, premise, point_of_interest, establishment",52.2700374,-1.5270446
"52.272517,-1.526155",Johnny's Plaice,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2742719,-1.5245296
"52.272517,-1.526155",Butchers Butties,"restaurant, point_of_interest, food, establishment",52.2743527,-1.5242636
"52.272517,-1.526155",Nally's Jamaican Jerk & Grill,"restaurant, point_of_interest, food, establishment",52.2738816,-1.5230261
"52.272517,-1.526155",Heathcote Fish Bar,"meal_takeaway, restaurant, point_of_interest, food, establishment",52.2689396,-1.5286755
"52.272517,-1.526155",Play area,"park, point_of_interest, establishment",52.2701303,-1.528089
"52.272517,-1.526155",Incredible Edible - Windmill Rd Garden,"park, point_of_interest, establishment",52.2752839,-1.5312248
"52.272517,-1.526155",Acre Close Park,"park, premise, point_of_interest, establishment",52.2700374,-1.5270446
"52.272517,-1.518688",Nally's Jamaican Jerk & Grill,"restaurant, food, point_of_interest, establishment",52.2738816,-1.5230261
"52.272517,-1.518688",Butchers Butties,"restaurant, food, point_of_interest, establishment",52.2743527,-1.5242636
"52.272517,-1.518688",Johnny's Plaice,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2742719,-1.5245296
"52.272517,-1.518688",Acre Close Park,"park, premise, point_of_interest, establishment",52.2700374,-1.5270446
"52.272517,-1.497617",Radford Semele Recreation Ground,"park, point_of_interest, establishment",52.2747086,-1.4976329
"52.268551,-1.555381",Filippos Hand Crafted Gelato,"restaurant, food, point_of_interest, establishment",52.2667475,-1.5531533
"52.268551,-1.555381",Harbury Catch,"restaurant, food, point_of_interest, establishment",52.2665214,-1.5531539
"52.268551,-1.555381",Lahori Kitchen,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2728243,-1.557033
"52.268551,-1.555381",Palty (UK) Ltd,"furniture_store, point_of_interest, home_goods_store, store, establishment",52.2705651,-1.5519405
"52.268551,-1.555381",Caterquip Ventilation Ltd,"furniture_store, point_of_interest, home_goods_store, store, establishment",52.2723652,-1.5517218
"52.268551,-1.555381",Diamond Interiors,"general_contractor, furniture_store, point_of_interest, home_goods_store, store, establishment",52.2714505,-1.5553725
"52.268551,-1.555381",Howdens - Leamington Spa,"hardware_store, general_contractor, furniture_store, point_of_interest, home_goods_store, store, establishment",52.2720187,-1.5511483
"52.268551,-1.555381",Robert's patio cleaning service,"park, point_of_interest, establishment",52.2650337,-1.5529921
"52.268551,-1.548171",Filippos Hand Crafted Gelato,"restaurant, point_of_interest, food, establishment",52.2667475,-1.5531533
"52.268551,-1.548171",Harbury Catch,"restaurant, point_of_interest, food, establishment",52.2665214,-1.5531539
"52.268551,-1.548171",Palty (UK) Ltd,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2705651,-1.5519405
"52.268551,-1.548171",Caterquip Ventilation Ltd,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2723652,-1.5517218
"52.268551,-1.548171",Carpet Crown,"furniture_store, general_contractor, home_goods_store, store, point_of_interest, establishment",52.2654552,-1.5488514
"52.268551,-1.548171",Howdens - Leamington Spa,"hardware_store, furniture_store, general_contractor, home_goods_store, store, point_of_interest, establishment",52.2720187,-1.5511483
"52.268551,-1.540875",Royal Horse,"bar, restaurant, food, point_of_interest, establishment",52.269223,-1.537166
"52.268551,-1.540875",The Heathcote,"bar, restaurant, food, point_of_interest, establishment",52.2680898,-1.5347766
"52.268551,-1.540875",pawpaw,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2686234,-1.5387476
"52.268551,-1.540875","Fish Fair (Fish, Chips, Kebabs)","meal_takeaway, restaurant, food, point_of_interest, establishment",52.2686319,-1.5387957
"52.268551,-1.540875",POS Contract Flooring LTD,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2695798,-1.5367267
"52.268551,-1.540875",Pure Office Solutions Ltd,"furniture_store, home_goods_store, store, point_of_interest, establishment",52.2706734,-1.5358295
"52.268551,-1.533494",The Heathcote,"bar, restaurant, food, point_of_interest, establishment",52.2680898,-1.5347766
"52.268551,-1.533494",Royal Horse,"bar, restaurant, food, point_of_interest, establishment",52.269223,-1.537166
"52.268551,-1.533494",pawpaw,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2686234,-1.5387476
"52.268551,-1.533494",Heathcote Fish Bar,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2689396,-1.5286755
"52.268551,-1.533494","Fish Fair (Fish, Chips, Kebabs)","meal_takeaway, restaurant, food, point_of_interest, establishment",52.2686319,-1.5387957
"52.268551,-1.533494",POS Contract Flooring LTD,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2695798,-1.5367267
"52.268551,-1.533494",Pure Office Solutions Ltd,"furniture_store, home_goods_store, point_of_interest, store, establishment",52.2706734,-1.5358295
"52.268551,-1.533494",Play area,"park, point_of_interest, establishment",52.2701303,-1.528089
"52.268551,-1.533494",Acre Close Park,"park, premise, point_of_interest, establishment",52.2700374,-1.5270446
"52.268551,-1.526155",Heathcote Fish Bar,"meal_takeaway, restaurant, food, point_of_interest, establishment",52.2689396,-1.5286755
"52.268551,-1.526155",The Plough & Harrow,"bar, restaurant, food, point_of_interest, establishment",52.2674565,-1.5234981
"52.268551,-1.526155",Play area,"park, point_of_interest, establishment",52.2701303,-1.528089
"52.268551,-1.526155",Acre Close Park,"park, premise, point_of_interest, establishment",52.2700374,-1.5270446
