Longitude,Latitude,Safety Score
-1.54668,52.29107,50.786605530349846
-1.54664,52.28974,51.50985302257144
-1.54664,52.29061,49.3674817711428
-1.54663,52.28851,51.69755100866849
-1.5466228,52.2898457,59.607193813465365
-1.54662,52.28985,44.65479073167834
-1.5466,52.28128,37.523759637159976
-1.5466,52.28879,52.02040484818039
-1.5466,52.28996,49.450658163941846
-1.54656,52.28862,51.69755100866849
-1.54656,52.28888,52.02040484818039
-1.54655,52.28869,51.563847956189306
-1.54654,52.28245,60.354591154624046
-1.54652,52.28313,56.789149225530224
-1.54622,52.28301,56.789149225530224
-1.54604,52.28987,44.52048248640629
-1.54591,52.28789,54.70360277866026
-1.5459,52.27957,45.19163346712336
-1.54587,52.28138,37.523759637159976
-1.54587,52.283,56.789149225530224
-1.54582,52.28282,38.5985889272278
-1.5458,52.28279,38.5985889272278
-1.54579,52.28285,38.5985889272278
-1.54578,52.2794,45.19163346712336
-1.54576,52.27959,45.19163346712336
-1.54574,52.28136,37.523759637159976
-1.54573,52.28273,60.16467665169055
-1.54571,52.28131,37.523759637159976
-1.54571,52.28269,38.5985889272278
-1.54571,52.28794,54.426691356572185
-1.5457,52.27919,45.19163346712336
-1.54569,52.28128,37.523759637159976
-1.5456867,52.2812835,39.82579084116352
-1.54565,52.27902,46.54633848670869
-1.5456,52.28128,37.299569810805686
-1.54559,52.27856,46.49042187230657
-1.54557,52.28129,37.299569810805686
-1.54557,52.28253,38.26746157978818
-1.54555,52.28143,37.299569810805686
-1.54554,52.28303,49.18179775876964
-1.54553,52.28136,37.299569810805686
-1.54552,52.28294,38.26746157978818
-1.54551,52.28182,37.299569810805686
-1.54551,52.28296,38.26746157978818
-1.5455,52.27963,45.19163346712336
-1.5455,52.28139,37.299569810805686
-1.5455,52.28164,37.299569810805686
-1.54535,52.27856,46.49042187230657
-1.5453,52.27966,44.86699125080969
-1.54528,52.28799,55.236091066228745
-1.54523,52.27962,41.54702487001107
-1.54515,52.28312,48.879046654693845
-1.545145,52.2785643,50.648100819325045
-1.54514,52.27856,45.92628745459146
-1.545,52.28992,44.301627594863625
-1.54493,52.27932,41.903648198905614
-1.54488,52.28994,45.102206041414924
-1.54481,52.27921,41.903648198905614
-1.5448,52.28324,37.09249869352556
-1.54479,52.28996,44.9844550846884
-1.54475,52.27921,41.399357879649166
-1.54473,52.28309,58.16827878883563
-1.5446566,52.281047,38.14499000725281
-1.54465,52.27925,41.399357879649166
-1.5445862,52.280894,38.14499000725281
-1.54453,52.29001,44.76295272528362
-1.5445292,52.2900115,54.665808185984226
-1.54452,52.28803,53.1499113998109
-1.54452,52.28995,44.76295272528362
-1.54445,52.2899,44.76295272528362
-1.54443,52.28336,55.28305899182798
-1.5442,52.28342,38.98129631497895
-1.54408,52.28332,60.5473840394417
-1.54405,52.28984,45.04301126344523
-1.54404,52.27956,40.716726617380075
-1.54403,52.28346,57.17185661328137
-1.54394,52.29012,44.880703682010136
-1.5438,52.28807,53.1499113998109
-1.54377,52.28352,38.98129631497895
-1.5436,52.28342,60.5473840394417
-1.54357,52.28354,57.69226052697709
-1.5435,52.29016,44.35582631518696
-1.54344,52.28806,53.23713238103645
-1.54334,52.27903,40.53090903848024
-1.5432,52.28359,57.531285448062214
-1.54315,52.28377,57.19545739575841
-1.5431489,52.2837661,47.66547996469179
-1.5431,52.28368,57.19545739575841
-1.54303,52.28362,57.531285448062214
-1.54297,52.2836,57.531285448062214
-1.54296,52.27924,40.716726617380075
-1.5429,52.28361,39.340725149759784
-1.54264,52.28807,53.23713238103645
-1.54262,52.2902,43.73620495246754
-1.54256,52.28968,44.944506428718874
-1.54227,52.28366,36.73469044439967
-1.54227,52.28964,44.93205450221139
-1.54218,52.28354,58.43323730892356
-1.54216,52.27968,39.83875243841106
-1.5418035,52.290212,48.82087902246232
-1.5418,52.29021,43.79291317023978
-1.541341,52.2875364,38.06293417087989
-1.54134,52.28754,23.826843502643218
-1.54127,52.28379,35.83223564377403
-1.54107,52.28813,53.11546299913625
-1.540875,52.286249,41.22798280915813
-1.54084,52.28023,39.159959112497496
-1.54053,52.28817,54.07821327533611
-1.54049,52.28032,38.73570430929055
-1.5404,52.28377,55.389574346593655
-1.5403,52.28819,54.07821327533611
-1.54012,52.28819,54.160214132298016
-1.5401,52.28807,44.528185872068384
-1.5401,52.28818,44.528185872068384
-1.54006,52.28768,24.592275178505105
-1.54005,52.28862,45.364553631249215
-1.54004,52.28907,44.493658139066554
-1.54004,52.28931,44.71317817940363
-1.54002,52.28888,45.04927679181606
-1.54001,52.28903,44.480300584679206
-1.53995,52.28807,44.528185872068384
-1.53982,52.28399,33.161200513579765
-1.53979,52.28768,24.592275178505105
-1.53979,52.28816,54.160214132298016
-1.53972,52.28038,37.716647826063955
-1.53961,52.28805,44.564635804276925
-1.53938,52.28801,53.84676842693185
-1.53917,52.28392,54.91570838901088
-1.53915,52.28795,44.01845872841477
-1.53914,52.28755,24.512944420359556
-1.53901,52.28408,32.77924177728991
-1.53888,52.28785,49.44629337391163
-1.5387,52.2902,45.997096933940725
-1.5386973,52.2902026,51.02506278616327
-1.53865,52.28741,24.512944420359556
-1.53862,52.28776,53.36456949837227
-1.53858,52.28397,54.34532950175267
-1.53848,52.28908,38.33006890651297
-1.5384772,52.289077,53.003310001596866
-1.53839,52.28767,43.67906095701812
-1.53832,52.2935,45.37309088961075
-1.53831,52.28414,33.16359967696201
-1.53828,52.29311,45.24384995614579
-1.5382739,52.2883984,53.97343381611724
-1.53827,52.2884,30.41146737513991
-1.53824,52.28051,37.9519796646399
-1.53821,52.28726,24.523891892910722
-1.5382023,52.2923339,49.67574359275119
-1.5382,52.28757,53.1138241861106
-1.5382,52.29226,45.25106193546515
-1.5381524,52.2918076,49.5909789560987
-1.53811,52.2912,45.01427767497494
-1.53809,52.28874,31.149148409238972
-1.53808,52.28821,30.650150786353255
-1.53807,52.28823,30.650150786353255
-1.53807,52.29062,45.70712040081721
-1.5380635,52.2882476,54.05408892468105
-1.5380516,52.2883539,53.928279194035476
-1.53805,52.28835,30.366312753058153
-1.53805,52.2902,46.34931520590283
-1.53805,52.29353,45.40352282116609
-1.53804,52.28818,30.78612638084898
-1.53803,52.28898,31.56693116677214
-1.53803,52.289,31.102670934838375
-1.53802,52.28901,31.102670934838375
-1.53802,52.29009,46.34931520590283
-1.53801,52.28895,31.56693116677214
-1.53799,52.28807,30.78612638084898
-1.53799,52.28894,31.56693116677214
-1.53799,52.28903,45.45651255980158
-1.53798,52.28894,31.76049722846524
-1.5379752,52.2889352,55.32246366944256
-1.53797,52.28788,30.65883889632339
-1.53796,52.28903,45.61135192688236
-1.53796,52.2899,46.50362058657069
-1.53795,52.28415,33.10741251285874
-1.53794,52.28903,45.61135192688236
-1.53793,52.28743,53.22976880697535
-1.53791,52.28713,24.53274547115036
-1.53787,52.28781,29.598765268111276
-1.53777,52.28942,46.31291040719136
-1.53771,52.28416,32.10228413593892
-1.53767,52.28904,46.10370625447001
-1.53767,52.28909,46.10370625447001
-1.53763,52.28767,29.835468948344644
-1.53761,52.28698,24.124066499285806
-1.53755,52.28398,53.18999901828948
-1.53751,52.28718,43.43615539109013
-1.53747,52.28715,53.06818365131975
-1.53743,52.28753,29.452237957429023
-1.53742,52.2961,47.280880882089356
-1.5374,52.29599,46.41969521902387
-1.53738,52.28679,23.97431681761803
-1.53736,52.28603,25.281804061112243
-1.5373244,52.2854409,51.65209226573949
-1.53731,52.28668,23.597486105412376
-1.53728,52.2865,23.516831410862995
-1.53725,52.2948,43.80178791840442
-1.53718,52.28739,29.075076281862536
-1.53717,52.29359,45.26234616164616
-1.53713,52.29414,45.25746359615207
-1.53706,52.29302,36.00583640018974
-1.5370596,52.2930159,59.779754563274814
-1.53705,52.28694,30.26958992421858
-1.53704,52.28694,47.48085476574541
-1.53702,52.28691,31.036933658886422
-1.53702,52.2936,45.15899188611306
-1.53701,52.28695,41.66690127737332
-1.53701,52.29612,47.280880882089356
-1.53701,52.29629,47.280880882089356
-1.537,52.29631,47.280880882089356
-1.53698,52.28687,35.70851449146526
-1.5369774,52.292597,59.64808606697746
-1.53696,52.28698,29.113050966740342
-1.53692,52.28702,42.045049789230774
-1.5369,52.28721,29.13510683146453
-1.53689,52.28724,29.10957707682586
-1.53688,52.28398,51.27407233340063
-1.53687,52.28677,33.30913752379784
-1.53687,52.28706,29.152214953172813
-1.53685,52.28714,29.13271794075121
-1.53681,52.28712,41.662602991432
-1.53679,52.28663,35.625505884981585
-1.53673,52.29131,35.561771262588756
-1.5367,52.28415,29.92450555298298
-1.5367,52.2865,30.886495205966764
-1.53668,52.28431,29.89233221461174
-1.53666,52.28397,51.286595542937505
-1.53666,52.28532,30.000210902263444
-1.53666,52.2871,52.594206511275104
-1.53665,52.28414,51.4919952374648
-1.53665,52.28434,29.897287096312695
-1.53665,52.2853,22.67021384603736
-1.53664,52.28534,22.67021384603736
-1.53664,52.28727,31.31031075829553
-1.53662,52.28525,22.67021384603736
-1.53661,52.28437,29.897287096312695
-1.5366,52.28638,35.494284354750015
-1.53659,52.28524,30.000210902263444
-1.53655,52.28544,29.98946080393007
-1.53654,52.29031,36.18928058170928
-1.53652,52.2852,22.65946374770399
-1.53651,52.28748,31.354673880206402
-1.5365,52.28551,22.69901503611297
-1.53649,52.2858,22.70440511645441
-1.53647,52.28438,29.88764461713409
-1.53647,52.28623,35.41199193228223
-1.53646,52.28621,30.7490540459119
-1.5364,52.28772,31.61983646417851
-1.53638,52.28437,29.88764461713409
-1.53637,52.28514,22.671500542703086
-1.53637,52.28616,34.98605841984412
-1.53636,52.28574,27.503724815454245
-1.53633,52.28097,38.022678957519595
-1.53633,52.28588,32.334500717582095
-1.5363235,52.2878584,53.393411485958644
-1.53629,52.2861,30.28045416144694
-1.53628,52.28511,26.336499070816128
-1.53628,52.28597,30.13766662638098
-1.5362706,52.28796939999999,53.32342309120824
-1.53627,52.28797,33.21450345623621
-1.53626,52.28602,34.800604512751306
-1.53626,52.28604,30.13766662638098
-1.53626,52.28606,34.94339204781727
-1.53626,52.28855,35.23366842389585
-1.53621,52.28836,32.530066592306326
-1.5362,52.28831,32.530066592306326
-1.53619,52.28816,33.413448165077945
-1.53619,52.28827,33.2316915377374
-1.53618,52.28437,30.129131642091917
-1.53618,52.2851,22.922888903273947
-1.53616,52.2857,34.929021354207855
-1.5359592,52.2931277,50.413865728899616
-1.53592,52.2851,30.25288595950003
-1.53589,52.2856,34.929021354207855
-1.53586,52.28436,30.151430323582655
-1.53586,52.2844,30.151430323582655
-1.53582,52.28411,51.73094753393565
-1.5357703,52.2873121,52.54994411762991
-1.53577,52.28731,52.54994411762991
-1.53576,52.2919643,49.877132093553804
-1.53574,52.28728,52.54994411762991
-1.53571,52.28829,32.48636146897987
-1.5357,52.28509,22.94678294141507
-1.5356918,52.2874242,52.567083811645524
-1.53567,52.28556,35.10842576235891
-1.53566,52.28726,52.54994411762991
-1.53563,52.2844,30.28923620130477
-1.53562,52.28441,30.28923620130477
-1.53562,52.28725,52.549266298047286
-1.5356019,52.2762849,40.47402698530623
-1.5356,52.27628,59.43193101827649
-1.5356,52.28443,30.28923620130477
-1.5356,52.28726,52.549266298047286
-1.53559,52.28443,30.296780256097563
-1.53554,52.28444,30.364104190766103
-1.53554,52.28724,52.52289600294683
-1.53553,52.28508,23.034629272388326
-1.53552,52.29037,56.99205203522903
-1.53547,52.28995,57.7346882711156
-1.53546,52.28444,26.724898274214052
-1.53545,52.28451,30.38989680232709
-1.53545,52.28455,23.05989974610101
-1.53544,52.28459,30.38989680232709
-1.53544,52.28474,23.036487092136184
-1.53544,52.28479,30.36648414836227
-1.5354354,52.2897651,50.49889198027074
-1.53543,52.28972,57.34866139901893
-1.53542,52.28503,23.034629272388326
-1.53542,52.28506,26.69962780050136
-1.53541,52.28718,52.56156387552011
-1.53538,52.28554,35.32182970130356
-1.53536,52.28942,57.301547881082065
-1.53521,52.28855,40.26603816391024
-1.5352,52.28442,23.257934953568896
-1.5352,52.28779,34.07480840422465
-1.5352,52.28945,57.435414593436946
-1.53515,52.28842,39.89244707961844
-1.535144,52.2879016,51.25191480238292
-1.5351349,52.2840609,37.66845463954899
-1.53513,52.28406,46.51155148971089
-1.5351,52.28713,52.66962062054403
-1.53507,52.28436,23.27625381445961
-1.53501,52.28949,57.35274687501729
-1.53498,52.28131,38.81722176676927
-1.53491,52.28211,36.21267919415328
-1.5349,52.28223,36.21267919415328
-1.5349,52.28805,39.430216706418385
-1.53489,52.2843,23.27625381445961
-1.53487,52.28773,33.96516177616892
-1.53486,52.28243,36.179999452068934
-1.53485,52.2818,36.352506303970536
-1.53484,52.28429,23.27625381445961
-1.53484,52.2904,57.14855569495302
-1.5348337,52.2762555,37.20182630614752
-1.53483,52.27626,59.511707573932824
-1.5348,52.28793,39.2385014341069
-1.53478,52.28762,33.924314948346314
-1.53478,52.28793,39.2385014341069
-1.53476,52.28426,23.27625381445961
-1.53475,52.28151,36.331309240110606
-1.53475,52.28793,39.2385014341069
-1.53473,52.28422,23.28789004717404
-1.53472,52.28557,36.661680189896266
-1.53471,52.28138,38.433538912824496
-1.53471,52.28273,35.8037597013491
-1.53471,52.28785,39.297058174282114
-1.5347,52.28791,39.297058174282114
-1.53469,52.28788,39.297058174282114
-1.53468,52.28712,52.67111744443077
-1.53467,52.28779,38.98901692667332
-1.53464,52.28403,23.398634381834214
-1.53464,52.28413,23.35093461595385
-1.53462,52.28291,35.7593475501356
-1.5346,52.28099,33.58791092049452
-1.5346,52.28963,57.437979861295695
-1.5345806,52.28529959999999,50.338599111008364
-1.53458,52.2853,35.47489584341931
-1.5345,52.2807,33.40427248365244
-1.53446,52.28323,35.50698586778575
-1.53444,52.28751,38.693336265748144
-1.53444,52.28754,38.67509624666416
-1.53444,52.28755,38.67509624666416
-1.53441,52.28749,38.693336265748144
-1.53438,52.28337,36.02079970168209
-1.53438,52.28492,38.21576947069418
-1.53437,52.28037,33.76855630253669
-1.53436,52.28749,38.693336265748144
-1.53435,52.28345,36.15434950694385
-1.53434,52.28724,33.71733607229541
-1.53431,52.28036,33.76855630253669
-1.53426,52.28458,38.24251777209175
-1.53424,52.28029,34.16072786766862
-1.53421,52.28372,36.245490604172375
-1.53421,52.28727,52.70282122056472
-1.5342,52.27627,59.08831092521506
-1.53417,52.28735,38.693336265748144
-1.53414,52.28418,38.3053553448139
-1.53412,52.284,44.28080627517514
-1.5341,52.28729,43.2861066631018
-1.53394,52.28569,38.40229296805318
-1.53391,52.28478,35.64413910232942
-1.53386,52.28708,52.824508449653
-1.53377,52.28475,35.81602357741745
-1.53365,52.28523,38.13727301936009
-1.53365,52.28526,38.13727301936009
-1.53364,52.28689,33.33017810749714
-1.53362,52.28688,38.35814395971969
-1.53361,52.2853,38.13727301936009
-1.53357,52.28506,38.09923472986789
-1.53357,52.28683,35.691084789863936
-1.53355,52.28503,38.09923472986789
-1.53352,52.28502,38.09923472986789
-1.533494,52.286249,42.72345661402986
-1.533494,52.290777,57.97289765702559
-1.53346,52.28486,35.63683708899098
-1.53345,52.28726,52.672172416224704
-1.53339,52.2869,37.96875023409287
-1.53338,52.28659,38.33549489479185
-1.53337,52.28729,38.43608174798803
-1.53332,52.28653,36.77740088997411
-1.53329,52.28714,38.39084766641812
-1.53327,52.28403,33.3912568184411
-1.5332444,52.28579389999999,57.26192370540926
-1.53323,52.28443,33.29673582022565
-1.53323,52.28699,38.39427425269553
-1.53322,52.28702,38.39427425269553
-1.53319,52.28699,38.39427425269553
-1.53318,52.28736,45.49925694270089
-1.53316,52.28403,50.1531055084617
-1.53316,52.28624,38.51439635478269
-1.53312,52.28613,36.541254543142166
-1.53311,52.27632,59.408814883433685
-1.5330837,52.28581699999999,57.26192370540926
-1.53308,52.28573,35.622477188720076
-1.53308,52.28582,38.304019672439004
-1.5330768,52.2857262,57.03548866943836
-1.53303,52.28405,33.4154400509677
-1.53294,52.28545,37.97309843615156
-1.53289,52.2875,45.49925694270089
-1.53262,52.28409,55.77120136890253
-1.5325758,52.2847851,57.33748535307803
-1.53256,52.28765,38.701195134585966
-1.53234,52.28774,45.819240468704315
-1.5322,52.27632,59.56209018977419
-1.53214,52.28418,55.74877194664841
-1.5321236,52.28416929999999,57.38551024514708
-1.53212,52.28416,55.74877194664841
-1.53203,52.28407,55.91834101365623
-1.53196,52.28394,55.78107829881509
-1.53189,52.2863,33.70635661269157
-1.53186,52.28632,33.70635661269157
-1.5318264,52.2861809,40.82440194680991
-1.53174,52.28799,45.771783601714155
-1.5316,52.28578,33.38611737914979
-1.53153,52.2844,33.48025522030695
-1.53153,52.28806,53.136811794852406
-1.5315297,52.284399,33.48025522030695
-1.53146,52.28538,33.44765778751877
-1.53145,52.28485,33.46172419153674
-1.53128,52.28638,33.78192670936511
-1.5312424,52.28236,58.88165997654545
-1.53124,52.28236,57.24492167804677
-1.53106,52.28821,39.15165789072755
-1.53088,52.27635,59.683978441789385
-1.5307,52.2883,46.86342666022913
