Longitude,Latitude,Safety Score
-1.53065,52.28838,46.86342666022913
-1.53063,52.2885,46.931476126940794
-1.5306291,52.288495,46.010074890555735
-1.52981,52.2793,44.76758717042327
-1.5298098,52.2792974,42.24713753508681
-1.52971,52.27637,59.61151239292877
-1.52949,52.28657,35.25143025994082
-1.5284333,52.2763825,35.20213284142212
-1.52843,52.27638,52.011081914133335
-1.52703,52.27642,59.45026532959787
-1.52697,52.27642,59.45026532959787
-1.52694,52.27606,59.56829474073012
-1.52691,52.27593,59.44062020094564
-1.52685,52.2758,59.44062020094564
-1.52666,52.27543,59.40105566807343
-1.52654,52.27517,58.95806866518091
-1.52648,52.27509,58.95806866518091
-1.52646,52.28688,35.5117024184979
-1.52629,52.27488,58.35057232504008
-1.52624,52.27645,44.45296907349047
-1.526155,52.272517,41.16846436358861
-1.526155,52.286249,35.955119470512166
-1.52606,52.27472,58.28901781296085
-1.52582,52.27458,58.2200062316705
-1.5256998,52.2721847,40.48256548323232
-1.52549,52.27444,57.89241956547978
-1.525,52.27424,57.665873381567444
-1.52497,52.27646,43.57839783563
-1.52487,52.2742,57.665873381567444
-1.52483,52.28707,35.60140426742793
-1.52477,52.27432,57.665873381567444
-1.52474,52.27435,57.665873381567444
-1.5244127,52.2867355,36.92616309474263
-1.52441,52.28674,36.92616309474263
-1.52409,52.27643,42.690609635856724
-1.52292,52.27638,42.45912085842813
-1.52168,52.27632,41.92248780439162
-1.52121,52.27633,41.92248780439162
-1.52057,52.27641,42.11777672671892
-1.52028,52.27645,41.773805756137925
-1.52008,52.27648,41.408695727861605
-1.51993,52.27645,41.0601198224711
-1.51919,52.27646,42.12098519662018
-1.51873,52.27635,42.418295932676045
-1.518688,52.277348,33.72896524434284
-1.51851,52.27633,42.77111574054994
-1.51758,52.27608,42.67821289142638
-1.51742,52.27607,42.80077920028722
-1.51715,52.27598,43.94988790027897
-1.51677,52.27587,44.46038130323291
-1.51667,52.27585,44.46038130323291
-1.51665,52.27586,44.46038130323291
-1.51663,52.27593,44.15209147698497
-1.51643,52.27595,44.15209147698497
-1.5164124,52.2760706,34.34451330089097
-1.51641,52.27619,44.457340962832404
