Latitude,Longitude,Year,Crime Score,Crime Severity Score,Public Space Score,Safety Score
52.295042,-1.570058,2021,0.9820297792230018,0.3666666666666667,0.0,13.806206857208055
52.295042,-1.562762,2021,0.9881909977751157,0.336231884057971,0.0,11.580905679284264
52.295042,-1.555381,2021,0.989560157453363,0.3540983606557377,0.0031152647975077,28.07885933392018
52.295042,-1.548171,2021,0.9798048947458498,0.4801724137931035,0.0062305295950155,37.73148045243822
52.295042,-1.540875,2021,0.9168235495464658,0.441025641025641,0.0155763239875389,32.58106035150378
52.295042,-1.533494,2021,0.8925209652575732,0.4250411861614497,0.0716510903426791,31.423419934903464
52.295042,-1.526155,2021,0.9522505562211192,0.3545126353790613,0.0342679127725856,27.52080702975887
52.295042,-1.518688,2021,0.9989731302413144,0.35,0.0031152647975077,28.017976618719416
52.295042,-1.511564,2021,1.0,1.0,0.0,65.0
52.295042,-1.50414,2021,1.0,1.0,0.0,65.0
52.295042,-1.497617,2021,1.0,1.0,0.0,65.0
52.290777,-1.570058,2021,0.9835700838610304,0.36,0.0,13.326818415197668
52.290777,-1.562762,2021,0.9541331507787096,0.330188679245283,0.0,10.203517190381008
52.290777,-1.555381,2021,0.9804894745849736,0.3885964912280702,0.0062305295950155,30.57463950470722
52.290777,-1.548171,2021,0.9698784870785556,0.4479768786127168,0.0062305295950155,34.85210892593127
52.290777,-1.540875,2021,0.8468252609960637,0.4379032258064516,0.0934579439252336,31.068070237643827
52.290777,-1.533494,2021,0.7894916994694506,0.4507550335570469,0.1308411214953271,30.43200542141889
52.290777,-1.526155,2021,0.9561868902960808,0.3561264822134388,0.0186915887850467,27.522251718155744
52.290777,-1.518688,2021,0.9938387814478864,0.396969696969697,0.0124610591900311,31.74882628049849
52.290777,-1.511564,2021,0.9979462604826288,0.5,0.0093457943925233,40.058037335193006
52.290777,-1.50414,2021,1.0,1.0,0.0,65.0
52.290777,-1.497617,2021,1.0,1.0,0.0,65.0
52.286249,-1.570058,2021,0.9837412288208112,0.4926315789473684,0.0,23.76975958636965
52.286249,-1.562762,2021,0.9667978778024988,0.4231958762886598,0.0,17.731590007251604
52.286249,-1.555381,2021,0.9921273318500772,0.4239130434782608,0.0031152647975077,33.692786312965225
52.286249,-1.548171,2021,0.9902447372924869,0.4736842105263157,0.0062305295950155,37.61852167290368
52.286249,-1.540875,2021,0.9472873523874722,0.4303333333333333,0.0062305295950155,32.70540386211794
52.286249,-1.533494,2021,0.8466541160362827,0.3779545454545454,0.1557632398753894,27.93619032482789
52.286249,-1.526155,2021,0.9418107136744824,0.4273273273273273,0.0155763239875389,32.43056126963382
52.286249,-1.518688,2021,0.9671401677220606,0.4078534031413612,0.0093457943925233,31.6962996134998
52.286249,-1.511564,2021,0.9892178675338013,0.3158730158730159,0.0062305295950155,25.090836437795257
52.286249,-1.50414,2021,0.999657710080438,0.15,0.0,-3.004107479034742
52.286249,-1.497617,2021,1.0,1.0,0.0,65.0
52.281418,-1.570058,2021,0.9976039705630668,0.3571428571428571,0.0,13.502970587516192
52.281418,-1.562762,2021,0.995207941126134,0.4384615384615385,0.0,19.9088323964244
52.281418,-1.555381,2021,0.9914427520109532,0.4346938775510204,0.0062305295950155,34.57138548324492
52.281418,-1.548171,2021,0.9570426150949854,0.5934426229508196,0.0218068535825545,45.76309318595271
52.281418,-1.540875,2021,0.9455759027896627,0.4550314465408805,0.0062305295950155,34.514799612771576
52.281418,-1.533494,2021,0.8867020366250213,0.3848159509202454,0.0685358255451713,28.32540437571964
52.281418,-1.526155,2021,0.9308574362485024,0.4083544303797468,0.0186915887850467,30.6899544832964
52.281418,-1.518688,2021,0.9323977408865308,0.368542199488491,0.0124610591900311,27.677149025804248
52.281418,-1.511564,2021,0.9602943693308232,0.3408695652173913,0.0031152647975077,26.23353890432315
52.281418,-1.50414,2021,0.9953790860859149,0.311111111111111,0.0,9.773879475916097
52.281418,-1.497617,2021,0.9982885504021908,0.5,0.0,24.931542016087626
52.277348,-1.570058,2021,0.9988019852815334,0.4142857142857143,0.0,18.10315151218797
52.277348,-1.562762,2021,0.9989731302413144,0.5666666666666667,0.0,30.28678190427292
52.277348,-1.555381,2021,0.9950367961663528,0.4827586206896551,0.0,23.42900730021776
52.277348,-1.548171,2021,0.9676536026014034,0.6092896174863387,0.0249221183800623,47.54033524676387
52.277348,-1.540875,2021,0.9847680985794968,0.39438202247191,0.0124610591900311,31.256902638538413
52.277348,-1.533494,2021,0.9258942324148554,0.4117370892018779,0.0218068535825545,30.82510249680228
52.277348,-1.526155,2021,0.9421530035940442,0.3945945945945945,0.0124610591900311,29.928394487792183
52.277348,-1.518688,2021,0.9621769638884136,0.3538461538461538,0.0093457943925233,27.37719635519063
52.277348,-1.511564,2021,0.9727879513948314,0.3677215189873418,0.0093457943925233,28.7573919670472
52.277348,-1.50414,2021,0.9964059558446005,0.4714285714285714,0.0,22.578738906139208
52.277348,-1.497617,2021,0.9964059558446005,0.4666666666666667,0.0124610591900311,37.38607157271554
52.272517,-1.570058,2021,0.9994865651206573,0.4333333333333333,0.0,19.64886759084945
52.272517,-1.562762,2021,0.9993154201608764,0.575,0.0,30.968509327400305
52.272517,-1.555381,2021,0.9854526784186206,0.3552941176470588,0.0062305295950155,28.1035011328592
52.272517,-1.548171,2021,0.994694506246791,0.3387096774193548,0.0031152647975077,26.99974139929501
52.272517,-1.540875,2021,0.9950367961663528,0.3689655172413792,0.0,14.37074129373786
52.272517,-1.533494,2021,0.9770665753893548,0.4559701492537313,0.0062305295950155,35.73451332081453
52.272517,-1.526155,2021,0.9734725312339552,0.3909090909090909,0.0124610591900311,30.63005686462144
52.272517,-1.518688,2021,0.9763819955502312,0.2927007299270073,0.0031152647975077,22.909746794773863
52.272517,-1.511564,2021,0.9883621427348964,0.3044117647058823,0.0031152647975077,24.116254095035973
52.272517,-1.50414,2021,0.9994865651206573,0.0,0.0,-15.0
52.272517,-1.497617,2021,0.9988019852815334,0.2285714285714285,0.0062305295950155,18.35726567478756
52.268551,-1.570058,2021,1.0,1.0,0.0,65.0
52.268551,-1.562762,2021,1.0,1.0,0.0,65.0
52.268551,-1.555381,2021,0.9873352729762108,0.3324324324324325,0.0031152647975077,26.30451028570833
52.268551,-1.548171,2021,0.991956186890296,0.3553191489361702,0.0,13.196882248626288
52.268551,-1.540875,2021,0.9885332876946774,0.4701492537313433,0.0124610591900311,37.36757088770998
52.268551,-1.533494,2021,0.9928119116892008,0.4380952380952381,0.0124610591900311,34.98260955467199
52.268551,-1.526155,2021,0.9914427520109532,0.4326530612244898,0.0124610591900311,34.502975222760206
52.268551,-1.518688,2021,0.9936676364881054,0.311111111111111,0.0031152647975077,24.7780123689999
52.268551,-1.511564,2021,1.0,1.0,0.0,65.0
52.268551,-1.50414,2021,1.0,1.0,0.0,65.0
52.268551,-1.497617,2021,1.0,1.0,0.0,65.0
52.295042,-1.570058,2022,0.9791415273228754,0.3950413223140495,0.0,15.944109094898142
52.295042,-1.562762,2022,0.983278745043958,0.3969072164948454,0.0,16.221634378715365
52.295042,-1.555381,2022,0.9913807964144112,0.44,0.0031152647975077,34.9433330057499
52.295042,-1.548171,2022,0.9820720565419756,0.5098039215686274,0.0062305295950155,40.1465927989705
52.295042,-1.540875,2022,0.9007067746940183,0.3965827338129497,0.0155763239875389,28.81002526557295
52.295042,-1.533494,2022,0.8758834683675228,0.4015647226173541,0.0716510903426791,29.21267851675062
52.295042,-1.526155,2022,0.9681089467333218,0.3372972972972973,0.0342679127725856,26.63726118938739
52.295042,-1.518688,2022,1.0,1.0,0.0031152647975077,80.04672897196262
52.295042,-1.511564,2022,1.0,1.0,0.0,65.0
52.295042,-1.50414,2022,1.0,1.0,0.0,65.0
52.295042,-1.497617,2022,1.0,1.0,0.0,65.0
52.290777,-1.570058,2022,0.9803482158248578,0.362280701754386,0.0,13.412899167415176
52.290777,-1.562762,2022,0.9505257714187209,0.3909407665505227,0.0,14.727941896356931
52.290777,-1.555381,2022,0.9822444406136872,0.4441176470588235,0.0062305295950155,34.99202512808212
52.290777,-1.548171,2022,0.9681089467333218,0.43,0.0062305295950155,33.396405711551495
52.290777,-1.540875,2022,0.817790036200655,0.411964980544747,0.0934579439252336,28.353937667125773
52.290777,-1.533494,2022,0.7531460093087399,0.4325697924123121,0.1308411214953271,28.02567385465733
52.290777,-1.526155,2022,0.9655231856576452,0.3705583756345177,0.0186915887850467,28.90299009695666
52.290777,-1.518688,2022,0.9944837097052232,0.4142857142857143,0.0124610591900311,33.146947409509295
52.290777,-1.511564,2022,0.9991380796414412,0.58,0.0093457943925233,46.50019381125072
52.290777,-1.50414,2022,1.0,1.0,0.0,65.0
52.290777,-1.497617,2022,1.0,1.0,0.0,65.0
52.286249,-1.570058,2022,0.9775900706774694,0.4976744186046511,0.0,23.92172560464715
52.286249,-1.562762,2022,0.9508705395621444,0.4851063829787234,0.0,21.901869450241527
52.286249,-1.555381,2022,0.9920703327012584,0.4023255813953488,0.0031152647975077,31.97755084309149
52.286249,-1.548171,2022,0.9812101361834168,0.4877358490566038,0.0062305295950155,38.37916665387439
52.286249,-1.540875,2022,0.9438027926219618,0.4361635220125786,0.0062305295950155,33.02564595314941
52.286249,-1.533494,2022,0.8515773142561627,0.3812649164677804,0.1557632398753894,28.31057288498945
52.286249,-1.526155,2022,0.9589725909325978,0.4262931034482758,0.0155763239875389,32.93791701265236
52.286249,-1.518688,2022,0.9784519910360284,0.4516129032258065,0.0093457943925233,35.49071046299598
52.286249,-1.511564,2022,0.9948284778486468,0.4766666666666667,0.0062305295950155,38.02958389922029
52.286249,-1.50414,2022,0.9993104637131528,0.4,0.0,16.977934838820893
52.286249,-1.497617,2022,1.0,1.0,0.0,65.0
52.281418,-1.570058,2022,0.9979313911394588,0.2727272727272727,0.0,6.77304853395183
52.281418,-1.562762,2022,0.9918979486295466,0.3913043478260869,0.0,16.050718391881457
52.281418,-1.555381,2022,0.9900017238407172,0.4944444444444444,0.0062305295950155,39.25352613140249
52.281418,-1.548171,2022,0.9539734528529564,0.6202380952380953,0.0218068535825545,47.662356988156446
52.281418,-1.540875,2022,0.9510429236338562,0.4435714285714286,0.0062305295950155,33.84189540544665
52.281418,-1.533494,2022,0.8991553180486123,0.3397212543554007,0.0685358255451713,25.46501118380187
52.281418,-1.526155,2022,0.9456990174107912,0.4143322475570032,0.0186915887850467,31.62706178347672
52.281418,-1.518688,2022,0.9562144457852094,0.3805555555555555,0.0124610591900311,29.29833345953351
52.281418,-1.511564,2022,0.9644888812273746,0.3932038834951455,0.0031152647975077,30.38599086688197
52.281418,-1.50414,2022,0.9927598689881056,0.3285714285714285,0.0,11.095402270544486
52.281418,-1.497617,2022,0.9993104637131528,0.375,0.0,14.979313911394584
52.277348,-1.570058,2022,0.9987933114980176,0.4857142857142856,0.0,23.810254389637244
52.277348,-1.562762,2022,0.9987933114980176,0.4428571428571429,0.0,20.385820178786908
52.277348,-1.555381,2022,0.9889674194104464,0.3828125,0.0,15.287127219444926
52.277348,-1.548171,2022,0.9600068953628684,0.6572052401746725,0.0249221183800623,50.84755675460458
52.277348,-1.540875,2022,0.9810377521117049,0.3654545454545454,0.0124610591900311,28.86889234958904
52.277348,-1.533494,2022,0.9377693501120496,0.3155555555555556,0.0218068535825545,24.00056906434473
